scenario,replication,time_step,time_unit,active_entities,capacity_utilisation
A-S08,3,30,step,23,0.6277803942923291
A-S08,3,31,step,21,0.6529367661139653
A-S08,3,32,step,19,0.8967689393437108
A-S08,3,33,step,15,0.6796213509336269
A-S08,3,34,step,14,0.7201039332297094
A-S08,3,35,step,17,0.4448890409176458
A-S08,3,36,step,13,0.38867476675759477
A-S08,3,37,step,12,0.4741934469961699
A-S08,3,38,step,13,0.7755163250529412
A-S08,3,39,step,13,0.6300420388251092
A-S08,3,40,step,8,0.743860133171789
A-S08,3,41,step,8,0.6379773396458865
A-S08,3,42,step,6,0.6113582178312604
A-S08,3,43,step,9,0.8429212282281149
A-S08,3,44,step,10,0.8347735608438978
A-S08,3,45,step,8,0.6981557274946725
A-S08,3,46,step,4,0.588810849855297
A-S08,3,47,step,6,0.7653323192665714
A-S08,3,48,step,4,0.7213595720683158
A-S08,3,49,step,4,0.6226024195414986
A-S08,3,50,step,3,0.8977147428296569
A-S08,3,51,step,4,0.8809850829308015
A-S08,3,52,step,2,0.8524562558947961
A-S08,3,53,step,2,0.857030675713085
A-S08,3,54,step,0,0.649722253446367
A-S08,3,55,step,4,0.47517541669538593
A-S08,3,56,step,1,0.7033144957551943
A-S08,3,57,step,5,0.7049454585277544
A-S08,3,58,step,0,0.7825460452611719
A-S08,3,59,step,3,0.9161271812037858
A-S08,3,60,step,1,0.8198308305114476
A-S08,4,1,step,70,0.437713501253463
A-S08,4,2,step,68,0.6466641595391693
A-S08,4,3,step,70,0.6039496377008069
A-S08,4,4,step,69,0.25523084395475937
A-S08,4,5,step,63,0.5143115774545564
A-S08,4,6,step,67,0.5736498727173416
A-S08,4,7,step,60,0.5277915039141134
A-S08,4,8,step,60,0.5907804996628129
A-S08,4,9,step,62,0.5551775143411187
A-S08,4,10,step,58,0.6236245243411096
A-S08,4,11,step,52,0.42067611557774165
A-S08,4,12,step,51,0.6164357995226791
A-S08,4,13,step,48,0.5815654484640363
A-S08,4,14,step,53,0.5377532028365455
A-S08,4,15,step,50,0.5961213103096629
A-S08,4,16,step,46,0.5418399155105483
A-S08,4,17,step,45,0.5507147576827736
A-S08,4,18,step,45,0.7494625036135382
A-S08,4,19,step,40,0.7690739244441712
A-S08,4,20,step,44,0.43781060998125476
A-S08,4,21,step,37,0.6055610341006534
A-S08,4,22,step,36,0.5867433209712187
A-S08,4,23,step,32,0.5225995136677611
A-S08,4,24,step,32,0.51851060208748
A-S08,4,25,step,32,0.6062859243389664
A-S08,4,26,step,29,0.5002337528299509
A-S08,4,27,step,25,0.5483105902360247
A-S08,4,28,step,25,0.6727460029438401
A-S08,4,29,step,22,0.6958710550655428
A-S08,4,30,step,23,0.6875490221452951
A-S08,4,31,step,19,0.48172744094911324
A-S08,4,32,step,16,0.7888499597309288
A-S08,4,33,step,17,0.6983112515770032
A-S08,4,34,step,16,0.6495981580789264
A-S08,4,35,step,15,0.7757209857150023
A-S08,4,36,step,15,0.5673708349994704
A-S08,4,37,step,13,0.581816281444051
A-S08,4,38,step,12,0.6912479881443403
A-S08,4,39,step,12,0.7882889372349099
A-S08,4,40,step,10,0.7946031259282504
A-S08,4,41,step,9,0.703924197372022
A-S08,4,42,step,7,0.817054466157027
A-S08,4,43,step,9,0.6886117964200681
A-S08,4,44,step,9,0.596045396963516
A-S08,4,45,step,8,0.612298659142956
A-S08,4,46,step,2,0.7277253811671611
A-S08,4,47,step,6,0.7168352292773854
A-S08,4,48,step,4,0.6991380638988951
A-S08,4,49,step,3,0.5935521553462844
A-S08,4,50,step,2,0.7506903531096344
A-S08,4,51,step,2,0.7269214500789221
A-S08,4,52,step,3,0.6787335913645536
A-S08,4,53,step,3,0.8095215831074191
A-S08,4,54,step,3,0.8646514630511767
A-S08,4,55,step,1,0.8030237551331657
A-S08,4,56,step,2,0.8142857839956319
A-S08,4,57,step,3,0.7346810465813858
A-S08,4,58,step,0,0.8993227391563986
A-S08,4,59,step,3,0.8219729688779108
A-S08,4,60,step,3,0.6695333285076851
A-S08,5,1,step,68,0.8150373029820095
A-S08,5,2,step,70,0.35611712396223094
A-S08,5,3,step,68,0.45361227687619743
A-S08,5,4,step,67,0.7188258684989632
A-S08,5,5,step,66,0.6012129226529885
A-S08,5,6,step,64,0.47501338598160875
A-S08,5,7,step,65,0.4478126805769751
A-S08,5,8,step,62,0.5615148279304352
A-S08,5,9,step,63,0.39521402813075535
A-S08,5,10,step,56,0.5268963713819805
A-S08,5,11,step,54,0.5782924285020475
A-S08,5,12,step,56,0.5440284973673634
A-S08,5,13,step,51,0.5512536911566494
A-S08,5,14,step,55,0.6247817844742657
A-S08,5,15,step,48,0.4863868629228944
A-S08,5,16,step,51,0.5002968292449811
A-S08,5,17,step,47,0.5291295015799615
A-S08,5,18,step,45,0.5460165883990356
A-S08,5,19,step,42,0.5400296307174197
A-S08,5,20,step,38,0.6293545600136945
A-S08,5,21,step,36,0.576018595526017
A-S08,5,22,step,34,0.5307136977501856
A-S08,5,23,step,33,0.5649201000079406
A-S08,5,24,step,33,0.5946389911267261
A-S08,5,25,step,30,0.6578710996060712
A-S08,5,26,step,27,0.6706176914121031
A-S08,5,27,step,27,0.602254048867541
A-S08,5,28,step,26,0.6403796593127679
A-S08,5,29,step,21,0.6997060860452124
A-S08,5,30,step,24,0.7288344605054579
A-S08,5,31,step,21,0.6152349201454319
A-S08,5,32,step,20,0.5997489114366681
A-S08,5,33,step,15,0.7719494595578343
A-S08,5,34,step,20,0.6159632260797594
A-S08,5,35,step,15,0.6776093362657835
A-S08,5,36,step,15,0.61857691395089
A-S08,5,37,step,15,0.6541334850938948
A-S08,5,38,step,11,0.6646700218867733
A-S08,5,39,step,9,0.6409441784042756
A-S08,5,40,step,8,0.855192766016561
A-S08,5,41,step,10,0.8083717452001831
A-S08,5,42,step,9,0.8184813530062915
A-S08,5,43,step,9,0.662458149615976
A-S08,5,44,step,9,0.6579196841374539
A-S08,5,45,step,8,0.6445632781020327
A-S08,5,46,step,4,0.6201399948218395
A-S08,5,47,step,1,0.5926686226035878
A-S08,5,48,step,2,0.7309859177122279
A-S08,5,49,step,4,0.668543825572437
A-S08,5,50,step,0,0.7568985193920238
A-S08,5,51,step,3,0.6890228311264573
A-S08,5,52,step,4,0.7739618154688729
A-S08,5,53,step,4,0.8842103707172683
A-S08,5,54,step,3,0.7160652452007957
A-S08,5,55,step,8,0.6160900322192464
A-S08,5,56,step,2,0.7521973013095512
A-S08,5,57,step,2,0.9253572901973798
A-S08,5,58,step,1,0.7180403719148968
A-S08,5,59,step,0,0.7383226849527755
A-S08,5,60,step,2,0.7045940938899051
A-S08,6,1,step,70,0.5441967409505022
A-S08,6,2,step,69,0.6280659744171364
A-S08,6,3,step,69,0.5396554913294537
A-S08,6,4,step,66,0.42685395772923873
A-S08,6,5,step,66,0.3867526865678722
A-S08,6,6,step,66,0.518467959763137
A-S08,6,7,step,63,0.5693345198234049
A-S08,6,8,step,61,0.46469002454553776
A-S08,6,9,step,60,0.5476000766638733
A-S08,6,10,step,60,0.60816838926928
A-S08,6,11,step,58,0.6056679971588139
A-S08,6,12,step,57,0.5839046326820152
A-S08,6,13,step,56,0.7225604717064361
A-S08,6,14,step,52,0.5784096196706737
A-S08,6,15,step,45,0.5615606249446268
A-S08,6,16,step,47,0.6428003594795727
A-S08,6,17,step,46,0.7231213274535782
A-S08,6,18,step,43,0.5352407012835183
A-S08,6,19,step,41,0.5646907569839911
A-S08,6,20,step,39,0.7032395386871995
A-S08,6,21,step,41,0.7069705390514864
A-S08,6,22,step,37,0.605876026156264
A-S08,6,23,step,34,0.6833423319953366
A-S08,6,24,step,32,0.7026581132633725
A-S08,6,25,step,30,0.6202491135346881
A-S08,6,26,step,24,0.4680516680760259
A-S08,6,27,step,27,0.7200963982901404
A-S08,6,28,step,24,0.774062244639008
A-S08,6,29,step,22,0.6560134227264978
A-S08,6,30,step,23,0.5809034526432277
A-S08,6,31,step,26,0.5538781917515269
A-S08,6,32,step,17,0.5262875174302719
A-S08,6,33,step,17,0.6725185046942145
A-S08,6,34,step,15,0.8089609216133081
A-S08,6,35,step,16,0.7171186780711079
A-S08,6,36,step,14,0.5948623080003631
A-S08,6,37,step,13,0.6670861373180449
A-S08,6,38,step,12,0.6862955513869341
A-S08,6,39,step,8,0.7745393990125589
A-S08,6,40,step,12,0.7294677015130553
A-S08,6,41,step,9,0.8244749268469224
A-S08,6,42,step,7,0.7432049472523159
A-S08,6,43,step,10,0.7614993391869183
A-S08,6,44,step,7,0.6376653439129781
A-S08,6,45,step,8,0.7935200384678868
A-S08,6,46,step,2,0.6277484014832581
A-S08,6,47,step,6,0.7505623621184446
A-S08,6,48,step,6,0.7985903958102688
A-S08,6,49,step,4,0.7898185603234822
A-S08,6,50,step,8,0.7180810266161705
A-S08,6,51,step,2,0.7580031545128451
A-S08,6,52,step,4,0.6999487912348957
A-S08,6,53,step,4,0.6439104977863497
A-S08,6,54,step,0,0.5881633771542898
A-S08,6,55,step,1,0.80242328652935
A-S08,6,56,step,1,0.9054161313401239
A-S08,6,57,step,0,0.7249724834112673
A-S08,6,58,step,2,0.8357415632521287
A-S08,6,59,step,2,0.7288806144192304
A-S08,6,60,step,2,0.8632325459177876
A-S08,7,1,step,71,0.4308959448031208
A-S08,7,2,step,69,0.7193322175342989
A-S08,7,3,step,67,0.5369712622494012
A-S08,7,4,step,66,0.5192216925317564
A-S08,7,5,step,63,0.4895864878079841
A-S08,7,6,step,66,0.6593776326856088
A-S08,7,7,step,66,0.6039898960825014
A-S08,7,8,step,63,0.7401454154497662
A-S08,7,9,step,63,0.6339575125230674
A-S08,7,10,step,62,0.6879383458109167
A-S08,7,11,step,56,0.44032345501636494
A-S08,7,12,step,57,0.5461004151804894
A-S08,7,13,step,53,0.43229597589852997
A-S08,7,14,step,55,0.5840486408395358
A-S08,7,15,step,49,0.604151992438684
A-S08,7,16,step,49,0.4425113824949094
A-S08,7,17,step,46,0.5467300738277922
A-S08,7,18,step,40,0.3147185413362013
A-S08,7,19,step,44,0.35188673225112627
A-S08,7,20,step,40,0.5579244206529379
A-S08,7,21,step,37,0.8107505559876209
A-S08,7,22,step,35,0.49164585886859513
A-S08,7,23,step,30,0.6211877510231611
A-S08,7,24,step,33,0.6314712474959954
A-S08,7,25,step,32,0.5732886826159675
A-S08,7,26,step,27,0.5866755421774521
A-S08,7,27,step,26,0.488107855118332
A-S08,7,28,step,22,0.7633190429448992
A-S08,7,29,step,19,0.6041796594488552
A-S08,7,30,step,19,0.7658918084980344
A-S08,7,31,step,20,0.6887497623353214
A-S08,7,32,step,19,0.5773190350473534
A-S08,7,33,step,17,0.6595003918697138
A-S08,7,34,step,15,0.594605882652973
A-S08,7,35,step,18,0.6138092493129963
A-S08,7,36,step,11,0.8229253668057425
A-S08,7,37,step,17,0.6949945761114086
A-S08,7,38,step,11,0.6901236814167406
A-S08,7,39,step,11,0.6384522408361774
A-S08,7,40,step,9,0.7514289695894328
A-S08,7,41,step,6,0.6561953242449335
A-S08,7,42,step,7,0.7014372598251473
A-S08,7,43,step,7,0.6732459958127063
A-S08,7,44,step,6,0.602658225920945
A-S08,7,45,step,4,0.8098130342893352
A-S08,7,46,step,7,0.7854180930594115
A-S08,7,47,step,5,0.8364821833934496
A-S08,7,48,step,5,0.6917309723648027
A-S08,7,49,step,2,0.7230002632688036
A-S08,7,50,step,5,0.8653150162678622
A-S08,7,51,step,5,0.8583907330127014
A-S08,7,52,step,6,0.84652844925079
A-S08,7,53,step,3,0.6577217338530907
A-S08,7,54,step,1,0.6720262123183957
A-S08,7,55,step,1,0.717932996478423
A-S08,7,56,step,2,0.5702110609100257
A-S08,7,57,step,1,0.7724467047987496
A-S08,7,58,step,1,0.7060336263682914
A-S08,7,59,step,0,0.9618780885237217
A-S08,7,60,step,1,0.7530239084422571
A-S08,8,1,step,68,0.4507913239910887
A-S08,8,2,step,67,0.44725768701713947
A-S08,8,3,step,70,0.6022555402352734
A-S08,8,4,step,67,0.6402815645282668
A-S08,8,5,step,69,0.5780010512524478
A-S08,8,6,step,64,0.46887706749385283
A-S08,8,7,step,62,0.5358397550212983
A-S08,8,8,step,64,0.613955540860007
A-S08,8,9,step,63,0.5333909473510569
A-S08,8,10,step,62,0.6406695596030328
A-S08,8,11,step,59,0.5052882810492972
A-S08,8,12,step,58,0.5407348081603327
A-S08,8,13,step,53,0.512781809017545
A-S08,8,14,step,50,0.5060810432720423
A-S08,8,15,step,50,0.5510424629465646
A-S08,8,16,step,47,0.7039032644045455
A-S08,8,17,step,41,0.522774134467512
A-S08,8,18,step,46,0.7069612549912064
A-S08,8,19,step,40,0.4209019157885186
A-S08,8,20,step,42,0.5065477545704401
A-S08,8,21,step,39,0.5852296313222425
A-S08,8,22,step,37,0.4859045603897392
A-S08,8,23,step,34,0.534839038868271
A-S08,8,24,step,31,0.6298606529710339
A-S08,8,25,step,29,0.546404646039136
A-S08,8,26,step,30,0.6023881021280968
A-S08,8,27,step,28,0.8002297741921309
A-S08,8,28,step,22,0.599295184930131
A-S08,8,29,step,25,0.6356549493829422
A-S08,8,30,step,22,0.530030027100923
A-S08,8,31,step,22,0.6767854770253726
A-S08,8,32,step,16,0.8826424939884178
A-S08,8,33,step,17,0.6984514381211846
A-S08,8,34,step,14,0.6836608361115355
A-S08,8,35,step,13,0.732319239382941
A-S08,8,36,step,12,0.6409301676136782
A-S08,8,37,step,12,0.7920107488695878
A-S08,8,38,step,9,0.679699709617606
A-S08,8,39,step,9,0.7957146457157445
A-S08,8,40,step,8,0.7788452919420769
A-S08,8,41,step,5,0.7777912446462472
A-S08,8,42,step,8,0.9293942201481062
A-S08,8,43,step,6,0.7853486362824758
A-S08,8,44,step,9,0.8847247453874958
A-S08,8,45,step,7,0.7042872335775949
A-S08,8,46,step,7,0.7520946059684919
A-S08,8,47,step,2,0.8092057996197954
A-S08,8,48,step,6,0.6071767972461338
A-S08,8,49,step,5,0.7851530998708603
A-S08,8,50,step,1,0.7115428144675019
A-S08,8,51,step,4,0.724849576293945
A-S08,8,52,step,1,0.7722547589414996
A-S08,8,53,step,0,0.6420283659889734
A-S08,8,54,step,3,0.7029558670742215
A-S08,8,55,step,3,0.78782740606394
A-S08,8,56,step,2,0.7344916435587606
A-S08,8,57,step,5,0.8488309629546397
A-S08,8,58,step,2,0.6650833765997348
A-S08,8,59,step,0,0.6447329490013249
A-S08,8,60,step,0,0.9258140315669526
A-S08,9,1,step,71,0.6238141120429117
A-S08,9,2,step,66,0.48823459240750106
A-S08,9,3,step,69,0.5730228013031641
A-S08,9,4,step,66,0.39116184806560117
A-S08,9,5,step,65,0.6063805678769563
A-S08,9,6,step,63,0.5859078345563863
A-S08,9,7,step,63,0.5566276963984471
A-S08,9,8,step,60,0.41834579500659125
A-S08,9,9,step,59,0.5731758448632315
A-S08,9,10,step,60,0.8017646905184479
A-S08,9,11,step,55,0.6074789655404499
A-S08,9,12,step,55,0.6381000239465388
A-S08,9,13,step,51,0.6459377096993326
A-S08,9,14,step,49,0.5067845442995911
A-S08,9,15,step,51,0.47037305489006487
A-S08,9,16,step,45,0.6781178105672749
A-S08,9,17,step,49,0.5385349194644027
A-S08,9,18,step,44,0.5396444059302556
A-S08,9,19,step,41,0.5931042125674962
A-S08,9,20,step,43,0.7177102614611437
A-S08,9,21,step,37,0.4879116574527467
A-S08,9,22,step,37,0.5829561846755283
A-S08,9,23,step,34,0.655251059829446
A-S08,9,24,step,32,0.5927959025323791
A-S08,9,25,step,31,0.5817830887019175
A-S08,9,26,step,33,0.6947447715471032
A-S08,9,27,step,28,0.41035196658694884
A-S08,9,28,step,29,0.8734874632774232
A-S08,9,29,step,20,0.7410270042213154
A-S08,9,30,step,21,0.649088882112277
A-S08,9,31,step,19,0.4479720942773115
A-S08,9,32,step,19,0.7676405155364971
A-S08,9,33,step,22,0.6302167924499614
A-S08,9,34,step,14,0.8227365569980247
A-S08,9,35,step,15,0.46745457811448865
A-S08,9,36,step,12,0.5625252429932431
A-S08,9,37,step,13,0.5377576348089294
A-S08,9,38,step,13,0.6599631267149083
A-S08,9,39,step,9,0.769441689922695
A-S08,9,40,step,7,0.7247260908729688
A-S08,9,41,step,6,0.8063550993631873
A-S08,9,42,step,7,0.6112664582124868
A-S08,9,43,step,11,0.689622772512911
A-S08,9,44,step,5,0.6495074750742753
A-S08,9,45,step,7,0.6978747369630248
A-S08,9,46,step,2,0.7942094323409656
A-S08,9,47,step,7,0.6008556330566397
A-S08,9,48,step,5,0.9038575532852781
A-S08,9,49,step,5,0.6996043277185598
A-S08,9,50,step,2,0.7041963070949078
A-S08,9,51,step,3,0.811313182448469
A-S08,9,52,step,4,0.670478178282321
A-S08,9,53,step,2,0.7449741338548007
A-S08,9,54,step,8,0.6565255749930206
A-S08,9,55,step,3,0.828164988913816
A-S08,9,56,step,0,0.7337107173396229
A-S08,9,57,step,2,0.8897391977736706
A-S08,9,58,step,3,0.8299767740002787
A-S08,9,59,step,6,0.7968280273964111
A-S08,9,60,step,2,0.8481200710988648
A-S08,10,1,step,71,0.35467423654537344
A-S08,10,2,step,70,0.4540565490949489
A-S08,10,3,step,68,0.5277830347087225
A-S08,10,4,step,67,0.47810599720159086
A-S08,10,5,step,67,0.5525542208375314
A-S08,10,6,step,65,0.5074928739029273
A-S08,10,7,step,63,0.49930864154803145
A-S08,10,8,step,62,0.5186547031635887
A-S08,10,9,step,57,0.46361472587127667
A-S08,10,10,step,59,0.37329753265826376
A-S08,10,11,step,55,0.5686305362178594
A-S08,10,12,step,57,0.46065377519302897
A-S08,10,13,step,51,0.530156812107068
A-S08,10,14,step,53,0.5238183146925818
A-S08,10,15,step,48,0.5582215686441129
A-S08,10,16,step,49,0.47760197813520644
A-S08,10,17,step,47,0.3885621922237664
A-S08,10,18,step,47,0.7516439112810113
A-S08,10,19,step,42,0.6651378196562934
A-S08,10,20,step,41,0.47656847791743673
A-S08,10,21,step,38,0.8477818443431239
A-S08,10,22,step,35,0.5023582259786785
A-S08,10,23,step,34,0.6436340370653786
A-S08,10,24,step,32,0.4253374449169379
A-S08,10,25,step,30,0.6760846623561205
A-S08,10,26,step,27,0.6149946065462462
A-S08,10,27,step,24,0.6232497603059153
A-S08,10,28,step,29,0.5511016364666037
A-S08,10,29,step,22,0.5248357254797676
A-S08,10,30,step,21,0.5762057407029867
A-S08,10,31,step,20,0.5466456982926312
A-S08,10,32,step,18,0.3650592195429801
A-S08,10,33,step,18,0.7793510236342667
A-S08,10,34,step,18,0.7251493448735699
A-S08,10,35,step,12,0.795997058112439
A-S08,10,36,step,10,0.6696934621259064
A-S08,10,37,step,15,0.5235073877887596
A-S08,10,38,step,11,1
A-S08,10,39,step,7,0.596092080059134
A-S08,10,40,step,11,0.5408146922737286
A-S08,10,41,step,11,0.9450148560247388
A-S08,10,42,step,8,0.5991409672804995
A-S08,10,43,step,10,0.7133321889474915
A-S08,10,44,step,9,0.7697624564531178
A-S08,10,45,step,5,0.8730925792338828
A-S08,10,46,step,4,0.5632112675781908
A-S08,10,47,step,4,0.6139851808246949
A-S08,10,48,step,7,0.8565592436740972
A-S08,10,49,step,4,0.674326517570733
A-S08,10,50,step,4,0.7003668033305175
A-S08,10,51,step,3,0.6836723734842483
A-S08,10,52,step,0,0.8034874107382686
A-S08,10,53,step,4,0.6815818062547494
A-S08,10,54,step,2,0.8293581639224721
A-S08,10,55,step,1,0.7023551378459618
A-S08,10,56,step,2,0.8783017059054165
A-S08,10,57,step,3,0.7684225630813387
A-S08,10,58,step,3,0.8851754778998906
A-S08,10,59,step,3,0.7878639834744612
A-S08,10,60,step,3,0.9173568928092153
