scenario,replication,entity_id,group,severity,severity_category,status,event,event_time,time_to_first_service,received_service,time_to_stage2,reached_stage2,x,y
A-S08,1,40,A,0.41,P3,ACTIVE,0,672,39,1,537,1,9.62,45.66
A-S08,1,41,B,0.526,P2,ACTIVE,0,20,81,1,99,1,23.31,27.08
A-S08,1,42,B,0.791,P1,ACTIVE,0,104,73,1,37,1,40.27,17.14
A-S08,1,43,A,0.208,P4,ACTIVE,0,300,36,1,71,1,35.71,36.93
A-S08,1,44,C,0.806,P1,TERMINATED,1,426,60,1,381,1,11.46,21.04
A-S08,1,45,B,0.867,P1,ACTIVE,0,27,3,1,140,1,43.63,11.64
A-S08,1,46,C,0.437,P3,ACTIVE,0,184,84,1,28,0,48.06,14.32
A-S08,1,47,A,0.256,P3,ACTIVE,0,62,43,1,135,1,42.18,23.32
A-S08,1,48,C,0.601,P2,ACTIVE,0,907,32,1,107,1,43.68,9.83
A-S08,1,49,B,0.366,P3,ACTIVE,0,170,69,1,106,1,45.86,35
A-S08,1,50,B,0.671,P2,ACTIVE,0,125,52,1,167,1,19.59,25.71
A-S08,1,51,A,0.89,P1,TERMINATED,1,92,32,1,247,0,36.5,39.62
A-S08,1,52,C,0.217,P4,ACTIVE,0,75,42,0,316,1,19.47,23.67
A-S08,1,53,C,0.23,P4,ACTIVE,0,133,93,1,368,1,25.3,49.22
A-S08,1,54,B,0.417,P3,ACTIVE,0,180,98,1,96,1,21.17,16.43
A-S08,1,55,A,0.862,P1,ACTIVE,0,52,56,1,17,0,46.62,20.44
A-S08,1,56,C,0.142,P4,TERMINATED,1,137,78,1,209,0,14.07,29.2
A-S08,1,57,C,0.571,P2,TERMINATED,1,109,36,1,368,0,14.62,37.01
A-S08,1,58,C,0.71,P2,ACTIVE,0,195,16,1,161,1,48.55,12.12
A-S08,1,59,C,0.68,P2,ACTIVE,0,242,1,1,190,1,20.04,21.43
A-S08,1,60,A,0.319,P3,ACTIVE,0,506,53,1,245,1,19.94,12.45
A-S08,1,61,A,0.135,P4,ACTIVE,0,103,37,1,294,1,2.13,45.23
A-S08,1,62,A,0.618,P2,ACTIVE,0,520,25,1,6,1,29.65,3.21
A-S08,1,63,A,0.35,P3,ACTIVE,0,70,103,1,23,1,20.72,25.51
A-S08,1,64,B,0.704,P2,ACTIVE,0,179,183,1,243,1,46.35,41
A-S08,1,65,A,0.7,P2,ACTIVE,0,175,59,0,363,0,24.74,33.73
A-S08,1,66,A,0.734,P2,TERMINATED,1,10,64,1,328,1,6.96,25.28
A-S08,1,67,B,0.265,P3,TERMINATED,1,122,6,1,64,1,12.08,49.27
A-S08,1,68,C,0.281,P3,ACTIVE,0,368,46,1,332,1,39.96,34.07
A-S08,1,69,A,0.578,P2,ACTIVE,0,239,71,1,71,1,37.42,28.56
A-S08,1,70,A,0.823,P1,TERMINATED,1,146,80,1,341,1,11.27,49.96
A-S08,1,71,B,0.757,P1,ACTIVE,0,403,60,1,382,1,24.1,32.89
A-S08,1,72,B,0.181,P4,ACTIVE,0,1092,8,1,68,0,38.05,20.17
A-S08,1,73,C,0.314,P3,ACTIVE,0,611,138,1,295,1,38.25,38.57
A-S08,1,74,C,0.865,P1,ACTIVE,0,370,63,1,348,1,7.91,48.28
A-S08,1,75,A,0.938,P1,ACTIVE,0,206,21,1,89,1,2.35,1.79
A-S08,1,76,A,0.285,P3,ACTIVE,0,280,10,1,73,1,24.89,29.9
A-S08,1,77,B,0.103,P4,ACTIVE,0,120,33,1,133,1,11.34,49.04
A-S08,1,78,C,0.554,P2,ACTIVE,0,86,18,1,127,1,10.28,47.18
A-S08,1,79,A,0.154,P4,ACTIVE,0,299,11,1,82,1,44.37,21.72
A-S08,1,80,C,0.468,P3,ACTIVE,0,233,11,1,343,1,0.79,2.79
A-S08,2,1,B,0.922,P1,ACTIVE,0,0,57,1,820,0,32.93,10.74
A-S08,2,2,B,0.244,P4,ACTIVE,0,422,53,1,183,1,21.96,6.24
A-S08,2,3,C,0.559,P2,ACTIVE,0,160,49,1,144,1,9.69,45.83
A-S08,2,4,B,0.828,P1,ACTIVE,0,309,121,1,56,0,23.88,49.94
A-S08,2,5,B,0.57,P2,ACTIVE,0,220,20,1,32,0,39.96,28.49
A-S08,2,6,B,0.353,P3,ACTIVE,0,561,111,1,412,1,3.61,11.93
A-S08,2,7,A,0.731,P2,ACTIVE,0,960,90,1,583,1,36.95,47.74
A-S08,2,8,B,0.101,P4,ACTIVE,0,942,10,1,23,1,40.31,44.01
A-S08,2,9,B,0.411,P3,ACTIVE,0,42,20,1,184,1,25.88,5.83
A-S08,2,10,B,0.6,P2,ACTIVE,0,349,20,0,103,1,26.84,31.79
A-S08,2,11,C,0.814,P1,TERMINATED,1,80,8,1,118,0,33.6,3.16
A-S08,2,12,A,0.144,P4,TERMINATED,1,450,57,1,40,0,0.61,19.97
A-S08,2,13,C,0.601,P2,ACTIVE,0,647,60,1,138,1,5.63,2.21
A-S08,2,14,A,0.342,P3,ACTIVE,0,81,4,1,377,1,11.82,11.78
A-S08,2,15,A,0.774,P1,TERMINATED,1,747,10,1,177,1,14.29,47.48
A-S08,2,16,A,0.582,P2,ACTIVE,0,249,73,1,437,1,21.4,13.3
A-S08,2,17,A,0.473,P3,TERMINATED,1,128,7,1,85,1,34.28,14.28
A-S08,2,18,B,0.245,P4,ACTIVE,0,1401,43,1,110,1,6.47,45.14
A-S08,2,19,B,0.636,P2,ACTIVE,0,123,11,0,248,1,39.8,4.65
A-S08,2,20,A,0.464,P3,ACTIVE,0,563,22,1,62,1,15.18,27.2
A-S08,2,21,C,0.123,P4,TERMINATED,1,90,9,1,298,0,41.8,31.37
A-S08,2,22,A,0.779,P1,ACTIVE,0,781,33,1,493,1,0.94,16.45
A-S08,2,23,B,0.778,P1,TERMINATED,1,101,87,1,67,1,34.46,14.13
A-S08,2,24,A,0.849,P1,TERMINATED,1,84,35,1,49,0,21.11,12.22
A-S08,2,25,A,0.795,P1,ACTIVE,0,412,167,1,98,0,40.79,9.38
A-S08,2,26,A,0.284,P3,ACTIVE,0,242,10,1,65,1,0.41,18.87
A-S08,2,27,C,0.939,P1,ACTIVE,0,344,80,1,44,0,48.69,2.33
A-S08,2,28,B,0.686,P2,ACTIVE,0,104,219,1,104,1,13.92,25.75
A-S08,2,29,A,0.664,P2,ACTIVE,0,33,26,1,205,1,0.62,43.66
A-S08,2,30,B,0.122,P4,TERMINATED,1,298,49,0,401,1,40.86,18.35
A-S08,2,31,A,0.147,P4,ACTIVE,0,114,35,1,211,1,31.87,27.77
A-S08,2,32,C,0.621,P2,ACTIVE,0,290,133,1,46,1,42,11.34
A-S08,2,33,B,0.814,P1,ACTIVE,0,297,20,1,552,1,16.13,24.95
A-S08,2,34,B,0.838,P1,TERMINATED,1,304,65,1,143,1,13.9,32.97
A-S08,2,35,A,0.922,P1,TERMINATED,1,149,222,1,188,0,23.15,7.26
A-S08,2,36,B,0.464,P3,ACTIVE,0,69,177,1,308,1,8.09,37.36
A-S08,2,37,A,0.754,P1,TERMINATED,1,663,58,1,94,1,31.72,36.32
A-S08,2,38,B,0.35,P3,TERMINATED,1,297,46,1,97,0,6.16,40.44
A-S08,2,39,A,0.53,P2,ACTIVE,0,101,57,1,486,1,5.41,26.77
A-S08,2,40,B,0.869,P1,TERMINATED,1,188,35,1,54,0,25.94,10.58
A-S08,2,41,A,0.242,P4,ACTIVE,0,402,22,1,189,0,38.26,44.9
A-S08,2,42,A,0.401,P3,ACTIVE,0,357,189,1,52,1,4.97,17.62
A-S08,2,43,B,0.748,P2,ACTIVE,0,45,4,1,435,1,9.31,33.21
A-S08,2,44,A,0.21,P4,ACTIVE,0,737,60,1,88,1,17.56,26.16
A-S08,2,45,A,0.835,P1,TERMINATED,1,603,57,1,189,0,10.99,10.64
A-S08,2,46,C,0.516,P2,TERMINATED,1,253,22,1,69,1,13.06,34.78
A-S08,2,47,A,0.523,P2,ACTIVE,0,60,43,1,573,1,24.84,41.74
A-S08,2,48,A,0.627,P2,TERMINATED,1,123,45,0,118,1,29.47,30.84
A-S08,2,49,C,0.661,P2,TERMINATED,1,395,84,1,276,1,8.18,37.35
A-S08,2,50,B,0.13,P4,ACTIVE,0,66,102,1,273,1,26.75,46.67
A-S08,2,51,A,0.146,P4,TERMINATED,1,372,23,1,24,0,48.7,32.36
A-S08,2,52,A,0.765,P1,ACTIVE,0,187,59,1,188,1,2.09,5.21
A-S08,2,53,A,0.522,P2,ACTIVE,0,70,71,1,340,1,5.53,22.15
A-S08,2,54,A,0.339,P3,ACTIVE,0,254,20,0,430,1,20.21,49.41
A-S08,2,55,A,0.325,P3,ACTIVE,0,5,66,1,226,1,17.9,46.68
A-S08,2,56,B,0.332,P3,ACTIVE,0,139,29,1,71,0,4.34,38.36
A-S08,2,57,B,0.212,P4,ACTIVE,0,138,149,1,60,1,28.16,4.58
A-S08,2,58,B,0.912,P1,ACTIVE,0,276,94,1,58,1,10.81,45.22
A-S08,2,59,B,0.767,P1,TERMINATED,1,542,33,1,120,1,46.12,7.54
A-S08,2,60,B,0.862,P1,ACTIVE,0,115,83,1,227,1,34.86,10.43
A-S08,2,61,A,0.688,P2,ACTIVE,0,82,108,1,305,0,22.42,21.62
A-S08,2,62,A,0.725,P2,ACTIVE,0,274,17,1,318,1,34.2,48.3
A-S08,2,63,B,0.164,P4,ACTIVE,0,50,48,1,115,1,10.65,27.35
A-S08,2,64,A,0.534,P2,ACTIVE,0,487,29,0,179,1,34.99,33.93
A-S08,2,65,A,0.835,P1,ACTIVE,0,424,9,1,346,1,3.71,25.79
A-S08,2,66,A,0.76,P1,ACTIVE,0,99,47,1,39,1,18.55,47.83
A-S08,2,67,A,0.613,P2,ACTIVE,0,45,78,1,22,1,35.72,34.14
A-S08,2,68,B,0.354,P3,ACTIVE,0,220,44,1,212,1,44.45,15.87
A-S08,2,69,B,0.847,P1,ACTIVE,0,169,174,1,19,1,42.74,5.03
A-S08,2,70,A,0.314,P3,ACTIVE,0,452,69,1,199,1,31.78,41.36
A-S08,2,71,B,0.598,P2,TERMINATED,1,774,7,1,134,1,46.75,41.73
A-S08,2,72,A,0.491,P3,ACTIVE,0,109,78,1,386,0,5.03,6.02
A-S08,2,73,B,0.607,P2,ACTIVE,0,150,58,0,177,1,42.53,42.6
A-S08,2,74,B,0.338,P3,TERMINATED,1,130,41,1,207,1,38.9,21.52
A-S08,2,75,C,0.704,P2,ACTIVE,0,496,22,1,181,0,32.65,31.09
A-S08,2,76,C,0.51,P2,ACTIVE,0,400,40,1,90,0,28.57,29.31
A-S08,2,77,A,0.208,P4,ACTIVE,0,103,77,1,5,1,20.89,40.69
A-S08,2,78,C,0.752,P1,ACTIVE,0,986,16,1,60,1,18.07,9.18
A-S08,2,79,B,0.246,P4,ACTIVE,0,56,40,1,116,1,14.25,15.61
A-S08,2,80,B,0.758,P1,ACTIVE,0,141,104,1,82,1,1.79,18.53
A-S08,3,1,A,0.385,P3,ACTIVE,0,237,42,1,267,0,16.91,40.77
A-S08,3,2,A,0.406,P3,ACTIVE,0,129,33,1,27,0,41.55,29.25
A-S08,3,3,B,0.529,P2,ACTIVE,0,406,97,1,94,1,17.88,4.75
A-S08,3,4,A,0.423,P3,ACTIVE,0,153,31,1,301,1,33.08,18.54
A-S08,3,5,B,0.932,P1,ACTIVE,0,261,35,1,108,1,42.95,33.62
A-S08,3,6,A,0.859,P1,ACTIVE,0,35,9,1,147,1,22.12,7.43
A-S08,3,7,B,0.874,P1,TERMINATED,1,61,102,1,60,1,4.96,12.67
A-S08,3,8,A,0.792,P1,TERMINATED,1,460,21,1,321,0,12.46,6.21
A-S08,3,9,B,0.543,P2,ACTIVE,0,141,34,1,22,1,9.76,41.08
A-S08,3,10,A,0.802,P1,ACTIVE,0,343,71,1,150,1,40.87,46.48
A-S08,3,11,B,0.764,P1,ACTIVE,0,20,58,1,211,1,43.34,47.6
A-S08,3,12,B,0.336,P3,ACTIVE,0,28,89,1,281,1,4.35,47.01
A-S08,3,13,B,0.432,P3,TERMINATED,1,353,12,1,67,1,17.23,23.13
A-S08,3,14,B,0.823,P1,TERMINATED,1,241,73,1,445,0,9.34,34.02
A-S08,3,15,B,0.339,P3,ACTIVE,0,190,24,1,195,1,8.86,37.95
A-S08,3,16,C,0.427,P3,ACTIVE,0,68,82,1,123,1,48.2,43.34
A-S08,3,17,C,0.166,P4,ACTIVE,0,61,77,1,401,0,18.49,20.42
A-S08,3,18,C,0.336,P3,ACTIVE,0,36,59,0,296,1,12.33,40.38
A-S08,3,19,A,0.773,P1,TERMINATED,1,140,36,1,225,1,15.04,14.81
A-S08,3,20,A,0.176,P4,ACTIVE,0,225,45,0,121,1,32.94,41.55
A-S08,3,21,A,0.911,P1,TERMINATED,1,37,48,1,136,1,5.53,34.28
A-S08,3,22,B,0.301,P3,ACTIVE,0,191,6,1,107,1,44.61,21.53
A-S08,3,23,C,0.499,P3,ACTIVE,0,1020,72,1,58,1,20.65,45.5
A-S08,3,24,C,0.189,P4,ACTIVE,0,114,60,1,8,0,44.34,0.13
A-S08,3,25,C,0.604,P2,TERMINATED,1,214,54,1,181,1,11.86,29.44
A-S08,3,26,A,0.903,P1,TERMINATED,1,829,110,1,382,1,11.84,44.79
A-S08,3,27,C,0.626,P2,TERMINATED,1,649,94,1,97,1,1.76,38.34
A-S08,3,28,B,0.827,P1,TERMINATED,1,96,54,1,280,1,20.36,1.22
A-S08,3,29,C,0.222,P4,ACTIVE,0,137,91,1,432,1,40.98,48.7
A-S08,3,30,C,0.227,P4,ACTIVE,0,28,47,1,286,0,2.15,42.31
A-S08,3,31,B,0.848,P1,TERMINATED,1,6,115,0,220,1,20.13,33.82
A-S08,3,32,C,0.229,P4,ACTIVE,0,255,203,1,346,0,1.96,28.27
A-S08,3,33,B,0.864,P1,TERMINATED,1,674,19,1,31,0,38.47,47.32
A-S08,3,34,B,0.538,P2,ACTIVE,0,453,29,1,89,1,15.71,37.92
A-S08,3,35,A,0.819,P1,ACTIVE,0,294,121,1,550,1,49.74,13.58
A-S08,3,36,B,0.214,P4,ACTIVE,0,533,108,1,5,1,17.93,11.17
A-S08,3,37,B,0.416,P3,ACTIVE,0,513,85,0,165,1,47.87,31.25
A-S08,3,38,A,0.647,P2,ACTIVE,0,73,2,1,253,1,12.15,27.13
A-S08,3,39,A,0.513,P2,TERMINATED,1,38,149,1,296,1,7.81,32.69
A-S08,3,40,B,0.264,P3,ACTIVE,0,222,30,1,154,1,15.54,43.93
A-S08,3,41,A,0.34,P3,ACTIVE,0,76,53,0,112,1,49.24,3.16
A-S08,3,42,A,0.55,P2,ACTIVE,0,41,30,1,331,1,12.87,12.21
A-S08,3,43,C,0.932,P1,ACTIVE,0,367,68,1,7,1,45.71,26.59
A-S08,3,44,B,0.696,P2,ACTIVE,0,5,42,0,241,1,1.85,28.99
A-S08,3,45,B,0.864,P1,ACTIVE,0,136,71,1,86,1,19.17,8.12
A-S08,3,46,B,0.414,P3,ACTIVE,0,309,18,1,298,1,19.57,22.9
A-S08,3,47,A,0.262,P3,ACTIVE,0,87,67,1,112,0,45.29,33.72
A-S08,3,48,C,0.924,P1,ACTIVE,0,280,39,1,415,1,36.94,46.65
A-S08,3,49,A,0.594,P2,ACTIVE,0,746,60,1,102,1,6.09,43.65
A-S08,3,50,B,0.408,P3,ACTIVE,0,471,138,1,147,1,25.5,2.85
A-S08,3,51,A,0.447,P3,ACTIVE,0,124,24,1,46,1,21.48,48.73
A-S08,3,52,A,0.858,P1,ACTIVE,0,71,184,1,344,1,40,15.08
A-S08,3,53,B,0.752,P1,ACTIVE,0,73,68,1,242,1,38.35,7.93
A-S08,3,54,B,0.119,P4,ACTIVE,0,81,146,1,114,1,35.55,41.44
A-S08,3,55,B,0.928,P1,TERMINATED,1,142,143,1,64,0,48.31,37.69
A-S08,3,56,C,0.164,P4,ACTIVE,0,283,21,1,142,0,47.86,34.53
A-S08,3,57,A,0.834,P1,ACTIVE,0,456,33,1,200,0,41.56,44.69
A-S08,3,58,A,0.272,P3,ACTIVE,0,38,145,1,19,1,6.79,0.99
A-S08,3,59,B,0.85,P1,TERMINATED,1,347,9,1,24,1,20.02,28.23
A-S08,3,60,B,0.703,P2,ACTIVE,0,216,51,1,35,1,19.76,18.25
A-S08,3,61,B,0.893,P1,ACTIVE,0,558,184,1,83,1,6.17,27.56
A-S08,3,62,A,0.207,P4,ACTIVE,0,48,14,1,451,1,37.03,38.56
A-S08,3,63,B,0.173,P4,ACTIVE,0,599,128,1,135,1,14.54,33.67
A-S08,3,64,A,0.263,P3,ACTIVE,0,630,73,1,512,1,43.94,30.07
A-S08,3,65,C,0.66,P2,TERMINATED,1,572,47,1,122,1,46.71,12.74
A-S08,3,66,C,0.715,P2,ACTIVE,0,148,55,1,40,1,16.08,22.44
A-S08,3,67,A,0.547,P2,ACTIVE,0,292,50,1,238,1,47.22,26.82
A-S08,3,68,B,0.345,P3,ACTIVE,0,88,5,1,66,1,39.37,20.24
A-S08,3,69,A,0.936,P1,ACTIVE,0,36,26,1,266,1,26.72,36.66
A-S08,3,70,B,0.28,P3,ACTIVE,0,639,40,1,297,1,33.94,0.89
A-S08,3,71,C,0.753,P1,ACTIVE,0,205,3,1,169,1,33.55,18.17
A-S08,3,72,C,0.734,P2,ACTIVE,0,274,18,1,360,1,18.22,37.16
A-S08,3,73,B,0.323,P3,ACTIVE,0,264,72,1,160,1,6.49,2.95
A-S08,3,74,B,0.282,P3,ACTIVE,0,565,151,1,85,1,11.94,46.77
A-S08,3,75,C,0.387,P3,ACTIVE,0,112,15,1,111,0,1.58,37.48
A-S08,3,76,B,0.231,P4,ACTIVE,0,446,93,1,78,1,14.91,46.74
A-S08,3,77,A,0.65,P2,ACTIVE,0,180,140,1,145,1,22.71,17.55
A-S08,3,78,C,0.535,P2,ACTIVE,0,166,70,1,45,1,48.98,6.14
A-S08,3,79,A,0.576,P2,ACTIVE,0,488,23,1,381,1,7.06,16.08
A-S08,3,80,C,0.102,P4,TERMINATED,1,146,17,1,207,1,17.49,43.25
A-S08,4,1,B,0.21,P4,ACTIVE,0,916,60,1,179,1,40.15,8.19
A-S08,4,2,B,0.229,P4,TERMINATED,1,567,1,1,139,0,38.98,0.78
A-S08,4,3,C,0.461,P3,TERMINATED,1,942,144,1,114,1,48.04,42.75
A-S08,4,4,B,0.188,P4,ACTIVE,0,293,184,1,536,1,22.83,21.36
A-S08,4,5,B,0.744,P2,ACTIVE,0,326,47,1,118,1,42.66,30.12
A-S08,4,6,B,0.594,P2,ACTIVE,0,180,125,1,136,1,6.69,5.59
A-S08,4,7,C,0.607,P2,ACTIVE,0,186,25,1,278,1,23.21,17.78
A-S08,4,8,A,0.469,P3,ACTIVE,0,388,56,1,177,1,4.89,3.19
A-S08,4,9,A,0.887,P1,ACTIVE,0,428,99,1,353,0,5.19,29.47
A-S08,4,10,C,0.266,P3,ACTIVE,0,534,161,1,343,1,1.28,16.08
A-S08,4,11,B,0.715,P2,TERMINATED,1,69,125,1,2,1,49.01,43.87
A-S08,4,12,A,0.131,P4,ACTIVE,0,449,51,1,278,1,14.37,27.22
A-S08,4,13,B,0.834,P1,ACTIVE,0,88,5,1,121,1,39.63,49.43
A-S08,4,14,A,0.381,P3,ACTIVE,0,193,133,1,175,1,6.1,0.32
A-S08,4,15,C,0.396,P3,ACTIVE,0,14,149,1,128,1,40.04,31.49
A-S08,4,16,B,0.176,P4,TERMINATED,1,28,159,1,116,0,22.27,22.59
A-S08,4,17,C,0.497,P3,ACTIVE,0,101,85,1,95,1,26.55,3.93
A-S08,4,18,B,0.329,P3,ACTIVE,0,66,62,1,79,1,8.64,32.5
A-S08,4,19,A,0.807,P1,ACTIVE,0,157,109,1,236,1,35.99,46.69
A-S08,4,20,A,0.129,P4,ACTIVE,0,700,89,1,139,1,41.24,3.69
A-S08,4,21,B,0.624,P2,ACTIVE,0,165,12,1,178,1,26.1,25.7
A-S08,4,22,A,0.914,P1,TERMINATED,1,302,33,1,60,1,47.73,28.36
A-S08,4,23,A,0.413,P3,ACTIVE,0,33,288,1,70,0,43.42,45.95
A-S08,4,24,B,0.869,P1,ACTIVE,0,24,93,1,258,1,39.71,0.75
A-S08,4,25,B,0.86,P1,ACTIVE,0,27,3,1,173,0,24.84,45.85
A-S08,4,26,C,0.821,P1,TERMINATED,1,465,5,1,148,1,35.61,46.74
A-S08,4,27,A,0.789,P1,TERMINATED,1,112,25,1,41,1,42.18,6.35
A-S08,4,28,A,0.386,P3,ACTIVE,0,11,12,1,174,1,20.97,28.16
A-S08,4,29,C,0.687,P2,ACTIVE,0,489,56,1,35,1,46.03,16.92
A-S08,4,30,C,0.65,P2,ACTIVE,0,274,32,0,34,1,33.5,27.39
A-S08,4,31,A,0.939,P1,ACTIVE,0,190,60,0,322,1,20.02,18.97
A-S08,4,32,B,0.193,P4,ACTIVE,0,617,50,1,135,1,9.81,35.99
A-S08,4,33,B,0.834,P1,ACTIVE,0,494,55,1,311,1,23.28,19.34
A-S08,4,34,B,0.589,P2,ACTIVE,0,917,118,1,70,0,32.26,31.13
A-S08,4,35,A,0.731,P2,ACTIVE,0,1339,157,1,249,1,24.61,22.42
A-S08,4,36,A,0.753,P1,TERMINATED,1,193,65,1,331,0,15.49,46.93
A-S08,4,37,A,0.163,P4,TERMINATED,1,200,55,0,267,1,20.74,46.29
A-S08,4,38,A,0.762,P1,ACTIVE,0,278,2,1,202,1,15.74,8.66
A-S08,4,39,B,0.164,P4,ACTIVE,0,518,4,1,121,1,11.1,15.69
A-S08,4,40,A,0.598,P2,ACTIVE,0,263,19,1,36,1,36.49,27.19
A-S08,4,41,A,0.176,P4,ACTIVE,0,365,70,1,99,1,29.96,17.57
A-S08,4,42,A,0.85,P1,ACTIVE,0,268,45,1,316,1,11.44,46.19
A-S08,4,43,A,0.928,P1,TERMINATED,1,52,70,1,352,1,7.36,1.15
A-S08,4,44,A,0.69,P2,ACTIVE,0,13,5,1,595,1,24.01,6.68
A-S08,4,45,A,0.498,P3,TERMINATED,1,771,100,1,434,0,38.57,39.61
A-S08,4,46,A,0.587,P2,ACTIVE,0,291,17,1,67,1,8.77,25.73
A-S08,4,47,A,0.516,P2,ACTIVE,0,25,11,0,141,1,49.86,36.53
A-S08,4,48,C,0.773,P1,TERMINATED,1,99,20,1,69,0,38.11,13.02
A-S08,4,49,C,0.504,P2,TERMINATED,1,41,45,1,267,1,28.74,18.89
A-S08,4,50,B,0.565,P2,ACTIVE,0,995,36,1,271,1,10.93,47.84
A-S08,4,51,C,0.348,P3,ACTIVE,0,38,7,1,30,1,26.48,31.35
A-S08,4,52,C,0.116,P4,ACTIVE,0,402,287,1,56,0,41.83,43.62
A-S08,4,53,B,0.371,P3,ACTIVE,0,212,145,1,158,1,6.44,9.98
A-S08,4,54,A,0.334,P3,ACTIVE,0,201,188,1,170,1,27.06,18.59
A-S08,4,55,B,0.415,P3,TERMINATED,1,482,46,0,49,0,14.58,46.88
A-S08,4,56,A,0.667,P2,ACTIVE,0,311,63,1,185,1,47.95,20.97
A-S08,4,57,B,0.929,P1,ACTIVE,0,795,45,1,539,0,40.86,14.75
A-S08,4,58,B,0.524,P2,ACTIVE,0,119,123,0,109,1,3.05,21.55
A-S08,4,59,B,0.132,P4,ACTIVE,0,47,14,1,249,0,32.71,49.17
A-S08,4,60,B,0.421,P3,ACTIVE,0,119,23,1,232,0,22.51,21.7
A-S08,4,61,A,0.105,P4,ACTIVE,0,547,22,1,356,1,38.29,43.77
A-S08,4,62,B,0.734,P2,ACTIVE,0,479,92,1,272,1,47.03,8.48
A-S08,4,63,B,0.419,P3,ACTIVE,0,29,48,1,94,1,9.32,2.57
A-S08,4,64,B,0.763,P1,ACTIVE,0,360,87,1,181,1,48.48,1.11
A-S08,4,65,A,0.478,P3,ACTIVE,0,143,21,1,372,1,14.64,5.27
A-S08,4,66,C,0.767,P1,ACTIVE,0,84,36,1,205,1,5.96,10.16
A-S08,4,67,A,0.59,P2,ACTIVE,0,110,51,1,615,1,7.22,46.07
A-S08,4,68,B,0.185,P4,ACTIVE,0,462,68,1,212,1,48.39,40.16
