scenario,replication,time_step,time_unit,active_casualties,capacity_utilisation
M-S01,4,31,min,24,0.8205814244514799
M-S01,4,32,min,17,0.7079918801881223
M-S01,4,33,min,20,0.6458220024392858
M-S01,4,34,min,16,0.5716363277443511
M-S01,4,35,min,20,0.6929229626672455
M-S01,4,36,min,14,0.6551425658159892
M-S01,4,37,min,13,0.5631811526637609
M-S01,4,38,min,11,0.6941969490627224
M-S01,4,39,min,9,0.8189187438693194
M-S01,4,40,min,10,0.7166756061810263
M-S01,4,41,min,10,0.8788508168408851
M-S01,4,42,min,9,0.7894924075144144
M-S01,4,43,min,8,0.7211900185071914
M-S01,4,44,min,8,0.6901771654001938
M-S01,4,45,min,2,0.7394935807703524
M-S01,4,46,min,4,0.7242451502363445
M-S01,4,47,min,5,0.6121234890943554
M-S01,4,48,min,5,0.6776611806422415
M-S01,4,49,min,1,0.7300620623791142
M-S01,4,50,min,4,0.8166590762441787
M-S01,4,51,min,2,0.697011014781202
M-S01,4,52,min,6,0.8573482821090699
M-S01,4,53,min,0,0.8511615562553114
M-S01,4,54,min,0,0.796226910682239
M-S01,4,55,min,0,0.6990771342127323
M-S01,4,56,min,2,0.6796276735043711
M-S01,4,57,min,3,0.8888022901322403
M-S01,4,58,min,2,0.7326210893661672
M-S01,4,59,min,3,0.8717839471221585
M-S01,4,60,min,0,0.8212596989576818
M-S01,5,1,min,72,0.46558555652983125
M-S01,5,2,min,72,0.425619340469746
M-S01,5,3,min,70,0.6070911627373347
M-S01,5,4,min,68,0.42923871841531763
M-S01,5,5,min,64,0.2718799320560474
M-S01,5,6,min,65,0.47016336819875615
M-S01,5,7,min,58,0.5018416447230617
M-S01,5,8,min,59,0.5435434212749027
M-S01,5,9,min,57,0.535718212628721
M-S01,5,10,min,57,0.5814253432462266
M-S01,5,11,min,60,0.47745939985149083
M-S01,5,12,min,54,0.5349665441595151
M-S01,5,13,min,53,0.6136385561803834
M-S01,5,14,min,52,0.7395488050250221
M-S01,5,15,min,51,0.5113002558471897
M-S01,5,16,min,50,0.684121823554753
M-S01,5,17,min,45,0.4550294133283722
M-S01,5,18,min,43,0.5589888058481263
M-S01,5,19,min,43,0.6421122387286551
M-S01,5,20,min,39,0.5190503846312093
M-S01,5,21,min,38,0.9072955520431605
M-S01,5,22,min,37,0.5740282894163644
M-S01,5,23,min,36,0.6660719252155485
M-S01,5,24,min,33,0.6114391435990212
M-S01,5,25,min,31,0.6927515942073811
M-S01,5,26,min,27,0.6380451352810516
M-S01,5,27,min,25,0.6293290098048487
M-S01,5,28,min,26,0.5394347879702166
M-S01,5,29,min,24,0.8165372749630554
M-S01,5,30,min,22,0.6470655110212586
M-S01,5,31,min,22,0.713016300909397
M-S01,5,32,min,21,0.6642823791398038
M-S01,5,33,min,19,0.7244205437200488
M-S01,5,34,min,15,0.5304541646748689
M-S01,5,35,min,14,0.6766710271978915
M-S01,5,36,min,10,0.6300176155375851
M-S01,5,37,min,13,0.809689855802014
M-S01,5,38,min,6,0.6490370926611643
M-S01,5,39,min,12,0.7064317609298907
M-S01,5,40,min,9,0.7445479664531954
M-S01,5,41,min,8,0.6982481543386646
M-S01,5,42,min,7,0.6165599288148318
M-S01,5,43,min,8,0.6932601419010765
M-S01,5,44,min,7,0.7172480374605228
M-S01,5,45,min,3,0.8473119715841737
M-S01,5,46,min,6,0.5737087614321386
M-S01,5,47,min,5,0.7368481254335553
M-S01,5,48,min,2,0.6942649211142954
M-S01,5,49,min,2,0.9402777492201841
M-S01,5,50,min,6,0.7948419425520139
M-S01,5,51,min,7,0.8309007657556353
M-S01,5,52,min,1,0.6623657981932222
M-S01,5,53,min,3,0.667805142634995
M-S01,5,54,min,5,0.6612263597213339
M-S01,5,55,min,3,0.7011698890591324
M-S01,5,56,min,2,0.7479889265170996
M-S01,5,57,min,2,0.6701197842184993
M-S01,5,58,min,4,0.908726013910105
M-S01,5,59,min,0,0.7914369768981856
M-S01,5,60,min,5,0.939009234530502
M-S01,6,1,min,71,0.5280699970724093
M-S01,6,2,min,70,0.469036106120042
M-S01,6,3,min,70,0.4529336754744182
M-S01,6,4,min,65,0.4549169459032737
M-S01,6,5,min,69,0.42373788677402696
M-S01,6,6,min,64,0.450787956540732
M-S01,6,7,min,61,0.5314066202532851
M-S01,6,8,min,62,0.47128587519186627
M-S01,6,9,min,59,0.5069382934861995
M-S01,6,10,min,59,0.7101782192737077
M-S01,6,11,min,57,0.5728457319305564
M-S01,6,12,min,55,0.47183940947119385
M-S01,6,13,min,51,0.3423561300798401
M-S01,6,14,min,52,0.49429362464092164
M-S01,6,15,min,52,0.464867530949515
M-S01,6,16,min,46,0.6047036743151621
M-S01,6,17,min,43,0.5861517957892496
M-S01,6,18,min,43,0.5236674249046678
M-S01,6,19,min,42,0.5654414036718519
M-S01,6,20,min,37,0.5162042335536354
M-S01,6,21,min,38,0.737277163462269
M-S01,6,22,min,38,0.6052901264489948
M-S01,6,23,min,31,0.6367521185614646
M-S01,6,24,min,31,0.6891302450589922
M-S01,6,25,min,28,0.7022629051364534
M-S01,6,26,min,28,0.627112746584479
M-S01,6,27,min,27,0.6767794815560582
M-S01,6,28,min,26,0.6078479825573218
M-S01,6,29,min,21,0.7667409647165062
M-S01,6,30,min,23,0.44601617008718786
M-S01,6,31,min,19,0.8551844941056156
M-S01,6,32,min,20,0.529283474083841
M-S01,6,33,min,18,0.6921992755080404
M-S01,6,34,min,15,0.621156925733126
M-S01,6,35,min,16,0.6001161664005292
M-S01,6,36,min,13,0.6937362814374389
M-S01,6,37,min,14,0.8683131750477051
M-S01,6,38,min,8,0.6549592148711443
M-S01,6,39,min,7,0.6982038668526709
M-S01,6,40,min,11,0.8859706982971367
M-S01,6,41,min,6,0.7085441634427333
M-S01,6,42,min,5,0.721948671143221
M-S01,6,43,min,5,0.5191614884694529
M-S01,6,44,min,8,0.7468547829429228
M-S01,6,45,min,6,0.689269167476083
M-S01,6,46,min,5,0.7618060949002952
M-S01,6,47,min,4,0.619326197329768
M-S01,6,48,min,2,0.7831880729431804
M-S01,6,49,min,8,0.7664220891377428
M-S01,6,50,min,7,0.9939771634851392
M-S01,6,51,min,5,0.7604023174758483
M-S01,6,52,min,4,0.7875933250829873
M-S01,6,53,min,1,0.6035276935092679
M-S01,6,54,min,2,0.8025993430386555
M-S01,6,55,min,1,0.6613628825644593
M-S01,6,56,min,2,0.6841488345657586
M-S01,6,57,min,0,0.7553328510175324
M-S01,6,58,min,1,0.8853089192629627
M-S01,6,59,min,0,0.9368828081361726
M-S01,6,60,min,0,0.8007530289385605
M-S01,7,1,min,67,0.5286179851893038
M-S01,7,2,min,70,0.34439737615277377
M-S01,7,3,min,67,0.57710770262273
M-S01,7,4,min,68,0.6272984407740712
M-S01,7,5,min,63,0.44873005557682005
M-S01,7,6,min,66,0.480587313376083
M-S01,7,7,min,62,0.6285171839232045
M-S01,7,8,min,59,0.5736922573740965
M-S01,7,9,min,58,0.6240661332092735
M-S01,7,10,min,57,0.5833906695536317
M-S01,7,11,min,55,0.53613737156367125
M-S01,7,12,min,56,0.5095338435832649
M-S01,7,13,min,55,0.4374317597352272
M-S01,7,14,min,52,0.6644640044566814
M-S01,7,15,min,50,0.5595290461540734
M-S01,7,16,min,46,0.5844072580081852
M-S01,7,17,min,44,0.5224710461581638
M-S01,7,18,min,44,0.4967820748997908
M-S01,7,19,min,44,0.6423235887785661
M-S01,7,20,min,40,0.49179893292866794
M-S01,7,21,min,35,0.4865585876707945
M-S01,7,22,min,39,0.5402365756316855
M-S01,7,23,min,32,0.5330382233547112
M-S01,7,24,min,33,0.49839889950323296
M-S01,7,25,min,32,0.7669409150614404
M-S01,7,26,min,28,0.657814787169579
M-S01,7,27,min,27,0.645601313702963
M-S01,7,28,min,25,0.9612016597605932
M-S01,7,29,min,21,0.8893777663174746
M-S01,7,30,min,22,0.7159600430977292
M-S01,7,31,min,18,0.6242657545697153
M-S01,7,32,min,19,0.6363401437624475
M-S01,7,33,min,16,0.7504933266380862
M-S01,7,34,min,20,0.6012467597704413
M-S01,7,35,min,13,0.869461267780197
M-S01,7,36,min,13,0.5808320035410937
M-S01,7,37,min,10,0.6070001980121411
M-S01,7,38,min,12,0.5190549260089835
M-S01,7,39,min,11,0.9108722211121114
M-S01,7,40,min,10,0.6295307500351297
M-S01,7,41,min,12,0.7158964902734024
M-S01,7,42,min,7,0.6885572770159362
M-S01,7,43,min,6,0.7283839401710679
M-S01,7,44,min,3,0.5802272635619659
M-S01,7,45,min,5,0.6394643082273719
M-S01,7,46,min,3,0.735274335244146
M-S01,7,47,min,7,0.7637809548177261
M-S01,7,48,min,3,0.7388679516566485
M-S01,7,49,min,3,0.9747223563001184
M-S01,7,50,min,0,0.6319462166758574
M-S01,7,51,min,0,0.9168808723751742
M-S01,7,52,min,4,0.8046198557581401
M-S01,7,53,min,2,0.6227352977637135
M-S01,7,54,min,1,0.7638073570282636
M-S01,7,55,min,4,0.77518859101633375
M-S01,7,56,min,6,0.7600041885566661
M-S01,7,57,min,5,0.702651432274339
M-S01,7,58,min,4,0.9132660495690591
M-S01,7,59,min,3,0.7381174209380712
M-S01,7,60,min,1,0.7514775433102187
M-S01,8,1,min,68,0.46707098668408215
M-S01,8,2,min,69,0.6448072284726678
M-S01,8,3,min,69,0.44499606076381926
M-S01,8,4,min,67,0.4303117895177306
M-S01,8,5,min,65,0.32206689397764415
M-S01,8,6,min,63,0.4884020052734364
M-S01,8,7,min,63,0.6008575088838702
M-S01,8,8,min,61,0.645601041450904
M-S01,8,9,min,61,0.7688554213638714
M-S01,8,10,min,59,0.6464679401732645
M-S01,8,11,min,57,0.664133141571819
M-S01,8,12,min,54,0.5855350162816203
M-S01,8,13,min,57,0.6656903799185482
M-S01,8,14,min,54,0.7236202914209244
M-S01,8,15,min,51,0.6254851705977862
M-S01,8,16,min,47,0.4378571119855795
M-S01,8,17,min,45,0.7691865896471962
M-S01,8,18,min,39,0.6890079751395065
M-S01,8,19,min,43,0.5756506694590994
M-S01,8,20,min,36,0.6066690648468729
M-S01,8,21,min,35,0.360223022919842
M-S01,8,22,min,35,0.8198079549807915
M-S01,8,23,min,36,0.7134037400156557
M-S01,8,24,min,32,0.854765992224473
M-S01,8,25,min,31,0.6020544543577622
M-S01,8,26,min,29,0.7029904668680865
M-S01,8,27,min,24,0.5016840084642432
M-S01,8,28,min,26,0.8512893678462621
M-S01,8,29,min,21,0.679059179953105
M-S01,8,30,min,23,0.5559371502099005
M-S01,8,31,min,16,0.6497584909029106
M-S01,8,32,min,17,0.7110175999870121
M-S01,8,33,min,12,0.7379254194191924
M-S01,8,34,min,15,0.6388672771146893
M-S01,8,35,min,15,0.8613832050864534
M-S01,8,36,min,13,0.7355938722211144
M-S01,8,37,min,12,0.6414015199733385
M-S01,8,38,min,11,0.6960413743203885
M-S01,8,39,min,13,0.7201229365400346
M-S01,8,40,min,14,0.7429989037311658
M-S01,8,41,min,7,0.744475756314264
M-S01,8,42,min,8,0.7152428268613894
M-S01,8,43,min,6,0.8583777593807593
M-S01,8,44,min,5,0.6836591424430479
M-S01,8,45,min,5,0.5211549029046066
M-S01,8,46,min,7,0.6025520919786442
M-S01,8,47,min,5,0.7928104414349711
M-S01,8,48,min,3,0.8393203360093984
M-S01,8,49,min,5,0.6489371443532324
M-S01,8,50,min,3,0.7446025331974903
M-S01,8,51,min,6,0.6877741297890151
M-S01,8,52,min,3,0.7610758292730786
M-S01,8,53,min,3,0.9129866979576271
M-S01,8,54,min,0,0.7532457880854859
M-S01,8,55,min,0,0.8174902380218739
M-S01,8,56,min,0,0.9240755125617408
M-S01,8,57,min,4,0.9182100742195949
M-S01,8,58,min,2,0.7976195030873591
M-S01,8,59,min,0,0.6646692033727097
M-S01,8,60,min,0,0.7124078161681504
M-S01,9,1,min,71,0.4760174981031991
M-S01,9,2,min,68,0.6534432663091465
M-S01,9,3,min,66,0.6245807964964447
M-S01,9,4,min,66,0.5617893342096704
M-S01,9,5,min,65,0.47207954119295126
M-S01,9,6,min,68,0.6411613690610397
M-S01,9,7,min,64,0.40391621210838824
M-S01,9,8,min,64,0.45013880120125227
M-S01,9,9,min,61,0.6778498035892654
M-S01,9,10,min,56,0.5172360382818668
M-S01,9,11,min,54,0.6836382573059174
M-S01,9,12,min,57,0.623413788332184
M-S01,9,13,min,51,0.6059432063580187
M-S01,9,14,min,51,0.4222859490205206
M-S01,9,15,min,47,0.41175256938292376
M-S01,9,16,min,49,0.6623833455640522
M-S01,9,17,min,46,0.6578294776203232
M-S01,9,18,min,42,0.5801716157585561
M-S01,9,19,min,39,0.5151921187573104
M-S01,9,20,min,41,0.6256264553414469
M-S01,9,21,min,40,0.43425046563400915
M-S01,9,22,min,38,0.4783267269180648
M-S01,9,23,min,35,0.7496711450837291
M-S01,9,24,min,32,0.6394715503552888
M-S01,9,25,min,34,0.71470916675108
M-S01,9,26,min,30,0.7688911785938431
M-S01,9,27,min,27,0.5768218705621698
M-S01,9,28,min,27,0.7031318898915113
M-S01,9,29,min,24,0.6453785222872812
M-S01,9,30,min,25,0.7520320133995413
M-S01,9,31,min,21,0.7437019452013589
M-S01,9,32,min,21,0.7009613041040532
M-S01,9,33,min,18,0.5379466354080268
M-S01,9,34,min,18,0.7946635293680938
M-S01,9,35,min,13,0.6691143982920003
M-S01,9,36,min,12,0.764572999845938
M-S01,9,37,min,12,0.6931413792994593
M-S01,9,38,min,12,0.7166730440693544
M-S01,9,39,min,10,0.578192654914596
M-S01,9,40,min,10,0.8012362058179405
M-S01,9,41,min,9,0.6935233153436534
M-S01,9,42,min,12,0.6100094374569573
M-S01,9,43,min,11,0.7838811238637399
M-S01,9,44,min,6,0.5819308376417502
M-S01,9,45,min,5,0.7157979746472863
M-S01,9,46,min,4,0.776697933209662
M-S01,9,47,min,7,0.8742035577540548
M-S01,9,48,min,1,0.8369610882527576
M-S01,9,49,min,3,0.7449026175523281
M-S01,9,50,min,2,0.857787278886181
M-S01,9,51,min,2,0.761581412054335
M-S01,9,52,min,4,0.7871442040655423
M-S01,9,53,min,3,0.7223374376970869
M-S01,9,54,min,3,0.7210071380071981
M-S01,9,55,min,1,0.91455579012257
M-S01,9,56,min,6,0.9203053778998282
M-S01,9,57,min,0,0.9660964744913431
M-S01,9,58,min,1,0.6863195934489073
M-S01,9,59,min,0,0.8172046456752549
M-S01,9,60,min,4,0.9172659569436196
M-S01,10,1,min,69,0.4864183500119039
M-S01,10,2,min,69,0.3876103282042734
M-S01,10,3,min,67,0.4063956745117014
M-S01,10,4,min,68,0.6373038166710246
M-S01,10,5,min,67,0.5679838143243606
M-S01,10,6,min,66,0.4667337188213305
M-S01,10,7,min,63,0.5000351542235763
M-S01,10,8,min,62,0.43266452937489236
M-S01,10,9,min,63,0.5415881784188419
M-S01,10,10,min,61,0.6303894247109393
M-S01,10,11,min,53,0.5555127356050183
M-S01,10,12,min,53,0.6482376271655437
M-S01,10,13,min,54,0.4937026298041774
M-S01,10,14,min,53,0.3875616147825815
M-S01,10,15,min,50,0.5440124667944782
M-S01,10,16,min,50,0.4687317823871141
M-S01,10,17,min,44,0.6374180521485148
M-S01,10,18,min,44,0.5112771997917155
M-S01,10,19,min,42,0.6934608352705356
M-S01,10,20,min,43,0.5590660327387633
M-S01,10,21,min,41,0.7851006389339835
M-S01,10,22,min,37,0.6006084708376613
M-S01,10,23,min,36,0.6260027548635702
M-S01,10,24,min,29,0.4997032957206601
M-S01,10,25,min,31,0.6010088477850921
M-S01,10,26,min,27,0.7778196007803497
M-S01,10,27,min,28,0.537496601427867
M-S01,10,28,min,23,0.7355203573001734
M-S01,10,29,min,20,0.6406419866622798
M-S01,10,30,min,26,0.498549088099744
M-S01,10,31,min,22,0.4689678462013911
M-S01,10,32,min,17,0.6946057884578388
M-S01,10,33,min,13,0.6719306540852552
M-S01,10,34,min,15,0.7021034191603461
M-S01,10,35,min,11,0.6315853580344271
M-S01,10,36,min,15,0.8509628399947431
M-S01,10,37,min,11,0.8544724170814462
M-S01,10,38,min,12,0.7135990365322551
M-S01,10,39,min,12,0.6296836450951788
M-S01,10,40,min,10,0.8724536798636767
M-S01,10,41,min,8,0.7698710386647499
M-S01,10,42,min,4,0.5491385303759625
M-S01,10,43,min,9,0.6923464908583665
M-S01,10,44,min,4,0.662114217852537
M-S01,10,45,min,4,0.7278603550238325
M-S01,10,46,min,7,0.7527319615529097
M-S01,10,47,min,6,0.7552056650192194
M-S01,10,48,min,8,0.7459508804897589
M-S01,10,49,min,4,0.6938989325085002
M-S01,10,50,min,3,0.6797886753138059
M-S01,10,51,min,7,0.7933965064745604
M-S01,10,52,min,2,0.8171529184489721
M-S01,10,53,min,3,0.7212227493189313
M-S01,10,54,min,5,0.8088379468911734
M-S01,10,55,min,0,0.7622315930894488
M-S01,10,56,min,2,0.9563732712484744
M-S01,10,57,min,5,0.7366392456049387
M-S01,10,58,min,3,1
M-S01,10,59,min,2,0.909849431774055
M-S01,10,60,min,5,0.9172052823285272
