scenario,replication,time_step,time_unit,active_casualties,capacity_utilisation
M-S08,2,47,min,5,0.7569802769089936
M-S08,2,48,min,7,0.7635005354843806
M-S08,2,49,min,2,0.9216742723377904
M-S08,2,50,min,5,0.868819556102599
M-S08,2,51,min,1,0.8201307473839915
M-S08,2,52,min,4,0.7319695780226367
M-S08,2,53,min,1,0.8761889107001893
M-S08,2,54,min,1,0.7001718516615252
M-S08,2,55,min,3,0.7907705568699356
M-S08,2,56,min,3,0.8662328760490101
M-S08,2,57,min,3,0.8184276237303877
M-S08,2,58,min,1,0.8905050927301768
M-S08,2,59,min,0,0.7069990535590034
M-S08,2,60,min,4,0.7811430582980741
M-S08,3,1,min,73,0.31320541117491985
M-S08,3,2,min,66,0.24193796443664117
M-S08,3,3,min,69,0.6923952479461354
M-S08,3,4,min,63,0.5023556834556543
M-S08,3,5,min,66,0.5968960767711162
M-S08,3,6,min,64,0.458325684382871
M-S08,3,7,min,67,0.5587003556164107
M-S08,3,8,min,61,0.454994065189612
M-S08,3,9,min,61,0.39550578429130456
M-S08,3,10,min,58,0.7562072000053348
M-S08,3,11,min,52,0.48010360976003186
M-S08,3,12,min,52,0.4747259736352126
M-S08,3,13,min,53,0.5428986332560463
M-S08,3,14,min,52,0.5256053309608163
M-S08,3,15,min,50,0.4051199378539383
M-S08,3,16,min,51,0.7098030722604386
M-S08,3,17,min,45,0.6096418525087428
M-S08,3,18,min,46,0.6171421547103113
M-S08,3,19,min,42,0.5440308072366953
M-S08,3,20,min,42,0.5308457660902428
M-S08,3,21,min,40,0.686178182769196
M-S08,3,22,min,38,0.6599470571429279
M-S08,3,23,min,34,0.65852241282334
M-S08,3,24,min,31,0.48829187559624443
M-S08,3,25,min,31,0.6475937649764023
M-S08,3,26,min,30,0.4094493383215826
M-S08,3,27,min,26,0.8153829312749219
M-S08,3,28,min,24,0.720596877826454
M-S08,3,29,min,24,0.590175448833874
M-S08,3,30,min,23,0.6277803942923291
M-S08,3,31,min,21,0.6529367661139653
M-S08,3,32,min,19,0.8967689393437108
M-S08,3,33,min,15,0.6796213509336269
M-S08,3,34,min,14,0.7201039332297094
M-S08,3,35,min,17,0.4448890409176458
M-S08,3,36,min,13,0.38867476675759477
M-S08,3,37,min,12,0.4741934469961699
M-S08,3,38,min,13,0.7755163250529412
M-S08,3,39,min,13,0.6300420388251092
M-S08,3,40,min,8,0.743860133171789
M-S08,3,41,min,8,0.6379773396458865
M-S08,3,42,min,6,0.6113582178312604
M-S08,3,43,min,9,0.8429212282281149
M-S08,3,44,min,10,0.8347735608438978
M-S08,3,45,min,8,0.6981557274946725
M-S08,3,46,min,4,0.588810849855297
M-S08,3,47,min,6,0.7653323192665714
M-S08,3,48,min,4,0.7213595720683158
M-S08,3,49,min,4,0.6226024195414986
M-S08,3,50,min,3,0.8977147428296569
M-S08,3,51,min,4,0.8809850829308015
M-S08,3,52,min,2,0.8524562558947961
M-S08,3,53,min,2,0.857030675713085
M-S08,3,54,min,0,0.649722253446367
M-S08,3,55,min,4,0.47517541669538593
M-S08,3,56,min,1,0.7033144957551943
M-S08,3,57,min,5,0.7049454585277544
M-S08,3,58,min,0,0.7825460452611719
M-S08,3,59,min,3,0.9161271812037858
M-S08,3,60,min,1,0.8198308305114476
M-S08,4,1,min,70,0.437713501253463
M-S08,4,2,min,68,0.6466641595391693
M-S08,4,3,min,70,0.6039496377008069
M-S08,4,4,min,69,0.25523084395475937
M-S08,4,5,min,63,0.5143115774545564
M-S08,4,6,min,67,0.5736498727173416
M-S08,4,7,min,60,0.5277915039141134
M-S08,4,8,min,60,0.5907804996628129
M-S08,4,9,min,62,0.5551775143411187
M-S08,4,10,min,58,0.6236245243411096
M-S08,4,11,min,52,0.42067611557774165
M-S08,4,12,min,51,0.6164357995226791
M-S08,4,13,min,48,0.5815654484640363
M-S08,4,14,min,53,0.5377532028365455
M-S08,4,15,min,50,0.5961213103096629
M-S08,4,16,min,46,0.5418399155105483
M-S08,4,17,min,45,0.5507147576827736
M-S08,4,18,min,45,0.7494625036135382
M-S08,4,19,min,40,0.7690739244441712
M-S08,4,20,min,44,0.43781060998125476
M-S08,4,21,min,37,0.6055610341006534
M-S08,4,22,min,36,0.5867433209712187
M-S08,4,23,min,32,0.5225995136677611
M-S08,4,24,min,32,0.51851060208748
M-S08,4,25,min,32,0.6062859243389664
M-S08,4,26,min,29,0.5002337528299509
M-S08,4,27,min,25,0.5483105902360247
M-S08,4,28,min,25,0.6727460029438401
M-S08,4,29,min,22,0.6958710550655428
M-S08,4,30,min,23,0.6875490221452951
M-S08,4,31,min,19,0.48172744094911324
M-S08,4,32,min,16,0.7888499597309288
M-S08,4,33,min,17,0.6983112515770032
M-S08,4,34,min,16,0.6495981580789264
M-S08,4,35,min,15,0.7757209857150023
M-S08,4,36,min,15,0.5673708349994704
M-S08,4,37,min,13,0.581816281444051
M-S08,4,38,min,12,0.6912479881443403
M-S08,4,39,min,12,0.7882889372349099
M-S08,4,40,min,10,0.7946031259282504
M-S08,4,41,min,9,0.703924197372022
M-S08,4,42,min,7,0.817054466157027
M-S08,4,43,min,9,0.6886117964200681
M-S08,4,44,min,9,0.596045396963516
M-S08,4,45,min,8,0.612298659142956
M-S08,4,46,min,2,0.7277253811671611
M-S08,4,47,min,6,0.7168352292773854
M-S08,4,48,min,4,0.6991380638988951
M-S08,4,49,min,3,0.5935521553462844
M-S08,4,50,min,2,0.7506903531096344
M-S08,4,51,min,2,0.7269214500789221
M-S08,4,52,min,3,0.6787335913645536
M-S08,4,53,min,3,0.8095215831074191
M-S08,4,54,min,3,0.8646514630511767
M-S08,4,55,min,1,0.8030237551331657
M-S08,4,56,min,2,0.8142857839956319
M-S08,4,57,min,3,0.7346810465813858
M-S08,4,58,min,0,0.8993227391563986
M-S08,4,59,min,3,0.8219729688779108
M-S08,4,60,min,3,0.6695333285076851
M-S08,5,1,min,68,0.8150373029820095
M-S08,5,2,min,70,0.35611712396223094
M-S08,5,3,min,68,0.45361227687619743
M-S08,5,4,min,67,0.7188258684989632
M-S08,5,5,min,66,0.6012129226529885
M-S08,5,6,min,64,0.47501338598160875
M-S08,5,7,min,65,0.4478126805769751
M-S08,5,8,min,62,0.5615148279304352
M-S08,5,9,min,63,0.39521402813075535
M-S08,5,10,min,56,0.5268963713819805
M-S08,5,11,min,54,0.5782924285020475
M-S08,5,12,min,56,0.5440284973673634
M-S08,5,13,min,51,0.5512536911566494
M-S08,5,14,min,55,0.6247817844742657
M-S08,5,15,min,48,0.4863868629228944
M-S08,5,16,min,51,0.5002968292449811
M-S08,5,17,min,47,0.5291295015799615
M-S08,5,18,min,45,0.5460165883990356
M-S08,5,19,min,42,0.5400296307174197
M-S08,5,20,min,38,0.6293545600136945
M-S08,5,21,min,36,0.576018595526017
M-S08,5,22,min,34,0.5307136977501856
M-S08,5,23,min,33,0.5649201000079406
M-S08,5,24,min,33,0.5946389911267261
M-S08,5,25,min,30,0.6578710996060712
M-S08,5,26,min,27,0.6706176914121031
M-S08,5,27,min,27,0.602254048867541
M-S08,5,28,min,26,0.6403796593127679
M-S08,5,29,min,21,0.6997060860452124
M-S08,5,30,min,24,0.7288344605054579
M-S08,5,31,min,21,0.6152349201454319
M-S08,5,32,min,20,0.5997489114366681
M-S08,5,33,min,15,0.7719494595578343
M-S08,5,34,min,20,0.6159632260797594
M-S08,5,35,min,15,0.6776093362657835
M-S08,5,36,min,15,0.61857691395089
M-S08,5,37,min,15,0.6541334850938948
M-S08,5,38,min,11,0.6646700218867733
M-S08,5,39,min,9,0.6409441784042756
M-S08,5,40,min,8,0.855192766016561
M-S08,5,41,min,10,0.8083717452001831
M-S08,5,42,min,9,0.8184813530062915
M-S08,5,43,min,9,0.662458149615976
M-S08,5,44,min,9,0.6579196841374539
M-S08,5,45,min,8,0.6445632781020327
M-S08,5,46,min,4,0.6201399948218395
M-S08,5,47,min,1,0.5926686226035878
M-S08,5,48,min,2,0.7309859177122279
M-S08,5,49,min,4,0.668543825572437
M-S08,5,50,min,0,0.7568985193920238
M-S08,5,51,min,3,0.6890228311264573
M-S08,5,52,min,4,0.7739618154688729
M-S08,5,53,min,4,0.8842103707172683
M-S08,5,54,min,3,0.7160652452007957
M-S08,5,55,min,8,0.6160900322192464
M-S08,5,56,min,2,0.7521973013095512
M-S08,5,57,min,2,0.9253572901973798
M-S08,5,58,min,1,0.7180403719148968
M-S08,5,59,min,0,0.7383226849527755
M-S08,5,60,min,2,0.7045940938899051
M-S08,6,1,min,70,0.5441967409505022
M-S08,6,2,min,69,0.6280659744171364
M-S08,6,3,min,69,0.5396554913294537
M-S08,6,4,min,66,0.42685395772923873
M-S08,6,5,min,66,0.3867526865678722
M-S08,6,6,min,66,0.518467959763137
M-S08,6,7,min,63,0.5693345198234049
M-S08,6,8,min,61,0.46469002454553776
M-S08,6,9,min,60,0.5476000766638733
M-S08,6,10,min,60,0.60816838926928
M-S08,6,11,min,58,0.6056679971588139
M-S08,6,12,min,57,0.5839046326820152
M-S08,6,13,min,56,0.7225604717064361
M-S08,6,14,min,52,0.5784096196706737
M-S08,6,15,min,45,0.5615606249446268
M-S08,6,16,min,47,0.6428003594795727
M-S08,6,17,min,46,0.7231213274535782
M-S08,6,18,min,43,0.5352407012835183
M-S08,6,19,min,41,0.5646907569839911
M-S08,6,20,min,39,0.7032395386871995
M-S08,6,21,min,41,0.7069705390514864
M-S08,6,22,min,37,0.605876026156264
M-S08,6,23,min,34,0.6833423319953366
M-S08,6,24,min,32,0.7026581132633725
M-S08,6,25,min,30,0.6202491135346881
M-S08,6,26,min,24,0.4680516680760259
M-S08,6,27,min,27,0.7200963982901404
M-S08,6,28,min,24,0.774062244639008
M-S08,6,29,min,22,0.6560134227264978
M-S08,6,30,min,23,0.5809034526432277
M-S08,6,31,min,26,0.5538781917515269
M-S08,6,32,min,17,0.5262875174302719
M-S08,6,33,min,17,0.6725185046942145
M-S08,6,34,min,15,0.8089609216133081
M-S08,6,35,min,16,0.7171186780711079
M-S08,6,36,min,14,0.5948623080003631
M-S08,6,37,min,13,0.6670861373180449
M-S08,6,38,min,12,0.6862955513869341
M-S08,6,39,min,8,0.7745393990125589
M-S08,6,40,min,12,0.7294677015130553
M-S08,6,41,min,9,0.8244749268469224
M-S08,6,42,min,7,0.7432049472523159
M-S08,6,43,min,10,0.7614993391869183
M-S08,6,44,min,7,0.6376653439129781
M-S08,6,45,min,8,0.7935200384678868
M-S08,6,46,min,2,0.6277484014832581
M-S08,6,47,min,6,0.7505623621184446
M-S08,6,48,min,6,0.7985903958102688
M-S08,6,49,min,4,0.7898185603234822
M-S08,6,50,min,8,0.7180810266161705
M-S08,6,51,min,2,0.7580031545128451
M-S08,6,52,min,4,0.6999487912348957
M-S08,6,53,min,4,0.6439104977863497
M-S08,6,54,min,0,0.5881633771542898
M-S08,6,55,min,1,0.80242328652935
M-S08,6,56,min,1,0.9054161313401239
M-S08,6,57,min,0,0.7249724834112673
M-S08,6,58,min,2,0.8357415632521287
M-S08,6,59,min,2,0.7288806144192304
M-S08,6,60,min,2,0.8632325459177876
M-S08,7,1,min,71,0.4308959448031208
M-S08,7,2,min,69,0.7193322175342989
M-S08,7,3,min,67,0.5369712622494012
M-S08,7,4,min,66,0.5192216925317564
M-S08,7,5,min,63,0.4895864878079841
M-S08,7,6,min,66,0.6593776326856088
M-S08,7,7,min,66,0.6039898960825014
M-S08,7,8,min,63,0.7401454154497662
M-S08,7,9,min,63,0.6339575125230674
M-S08,7,10,min,62,0.6879383458109167
M-S08,7,11,min,56,0.44032345501636494
M-S08,7,12,min,57,0.5461004151804894
M-S08,7,13,min,53,0.43229597589852997
M-S08,7,14,min,55,0.5840486408395358
M-S08,7,15,min,49,0.604151992438684
M-S08,7,16,min,49,0.4425113824949094
M-S08,7,17,min,46,0.5467300738277922
M-S08,7,18,min,40,0.3147185413362013
M-S08,7,19,min,44,0.35188673225112627
M-S08,7,20,min,40,0.5579244206529379
M-S08,7,21,min,37,0.8107505559876209
M-S08,7,22,min,35,0.49164585886859513
M-S08,7,23,min,30,0.6211877510231611
M-S08,7,24,min,33,0.6314712474959954
M-S08,7,25,min,32,0.5732886826159675
M-S08,7,26,min,27,0.5866755421774521
M-S08,7,27,min,26,0.488107855118332
M-S08,7,28,min,22,0.7633190429448992
M-S08,7,29,min,19,0.6041796594488552
M-S08,7,30,min,19,0.7658918084980344
M-S08,7,31,min,20,0.6887497623353214
M-S08,7,32,min,19,0.5773190350473534
M-S08,7,33,min,17,0.6595003918697138
M-S08,7,34,min,15,0.594605882652973
M-S08,7,35,min,18,0.6138092493129963
M-S08,7,36,min,11,0.8229253668057425
M-S08,7,37,min,17,0.6949945761114086
M-S08,7,38,min,11,0.6901236814167406
M-S08,7,39,min,11,0.6384522408361774
M-S08,7,40,min,9,0.7514289695894328
M-S08,7,41,min,6,0.6561953242449335
M-S08,7,42,min,7,0.7014372598251473
M-S08,7,43,min,7,0.6732459958127063
M-S08,7,44,min,6,0.602658225920945
M-S08,7,45,min,4,0.8098130342893352
M-S08,7,46,min,7,0.7854180930594115
M-S08,7,47,min,5,0.8364821833934496
M-S08,7,48,min,5,0.6917309723648027
M-S08,7,49,min,2,0.7230002632688036
M-S08,7,50,min,5,0.8653150162678622
M-S08,7,51,min,5,0.8583907330127014
M-S08,7,52,min,6,0.84652844925079
M-S08,7,53,min,3,0.6577217338530907
M-S08,7,54,min,1,0.6720262123183957
M-S08,7,55,min,1,0.717932996478423
M-S08,7,56,min,2,0.5702110609100257
M-S08,7,57,min,1,0.7724467047987496
M-S08,7,58,min,1,0.7060336263682914
M-S08,7,59,min,0,0.9618780885237217
M-S08,7,60,min,1,0.7530239084422571
M-S08,8,1,min,68,0.4507913239910887
M-S08,8,2,min,67,0.44725768701713947
M-S08,8,3,min,70,0.6022555402352734
M-S08,8,4,min,67,0.6402815645282668
M-S08,8,5,min,69,0.5780010512524478
M-S08,8,6,min,64,0.46887706749385283
M-S08,8,7,min,62,0.5358397550212983
M-S08,8,8,min,64,0.613955540860007
M-S08,8,9,min,63,0.5333909473510569
M-S08,8,10,min,62,0.6406695596030328
M-S08,8,11,min,59,0.5052882810492972
M-S08,8,12,min,58,0.5407348081603327
M-S08,8,13,min,53,0.512781809017545
M-S08,8,14,min,50,0.5060810432720423
M-S08,8,15,min,50,0.5510424629465646
M-S08,8,16,min,47,0.7039032644045455
M-S08,8,17,min,41,0.522774134467512
M-S08,8,18,min,46,0.7069612549912064
M-S08,8,19,min,40,0.4209019157885186
M-S08,8,20,min,42,0.5065477545704401
M-S08,8,21,min,39,0.5852296313222425
M-S08,8,22,min,37,0.4859045603897392
M-S08,8,23,min,34,0.534839038868271
M-S08,8,24,min,31,0.6298606529710339
M-S08,8,25,min,29,0.546404646039136
M-S08,8,26,min,30,0.6023881021280968
M-S08,8,27,min,28,0.8002297741921309
M-S08,8,28,min,22,0.599295184930131
M-S08,8,29,min,25,0.6356549493829422
M-S08,8,30,min,22,0.530030027100923
M-S08,8,31,min,22,0.6767854770253726
M-S08,8,32,min,16,0.8826424939884178
M-S08,8,33,min,17,0.6984514381211846
M-S08,8,34,min,14,0.6836608361115355
M-S08,8,35,min,13,0.732319239382941
M-S08,8,36,min,12,0.6409301676136782
M-S08,8,37,min,12,0.7920107488695878
M-S08,8,38,min,9,0.679699709617606
M-S08,8,39,min,9,0.7957146457157445
M-S08,8,40,min,8,0.7788452919420769
M-S08,8,41,min,5,0.7777912446462472
M-S08,8,42,min,8,0.9293942201481062
M-S08,8,43,min,6,0.7853486362824758
M-S08,8,44,min,9,0.8847247453874958
M-S08,8,45,min,7,0.7042872335775949
M-S08,8,46,min,7,0.7520946059684919
M-S08,8,47,min,2,0.8092057996197954
M-S08,8,48,min,6,0.6071767972461338
M-S08,8,49,min,5,0.7851530998708603
M-S08,8,50,min,1,0.7115428144675019
M-S08,8,51,min,4,0.724849576293945
M-S08,8,52,min,1,0.7722547589414996
M-S08,8,53,min,0,0.6420283659889734
M-S08,8,54,min,3,0.7029558670742215
M-S08,8,55,min,3,0.78782740606394
M-S08,8,56,min,2,0.7344916435587606
M-S08,8,57,min,5,0.8488309629546397
M-S08,8,58,min,2,0.6650833765997348
M-S08,8,59,min,0,0.6447329490013249
M-S08,8,60,min,0,0.9258140315669526
M-S08,9,1,min,71,0.6238141120429117
M-S08,9,2,min,66,0.48823459240750106
M-S08,9,3,min,69,0.5730228013031641
M-S08,9,4,min,66,0.39116184806560117
M-S08,9,5,min,65,0.6063805678769563
M-S08,9,6,min,63,0.5859078345563863
M-S08,9,7,min,63,0.5566276963984471
M-S08,9,8,min,60,0.41834579500659125
M-S08,9,9,min,59,0.5731758448632315
M-S08,9,10,min,60,0.8017646905184479
M-S08,9,11,min,55,0.6074789655404499
M-S08,9,12,min,55,0.6381000239465388
M-S08,9,13,min,51,0.6459377096993326
M-S08,9,14,min,49,0.5067845442995911
M-S08,9,15,min,51,0.47037305489006487
M-S08,9,16,min,45,0.6781178105672749
M-S08,9,17,min,49,0.5385349194644027
M-S08,9,18,min,44,0.5396444059302556
M-S08,9,19,min,41,0.5931042125674962
M-S08,9,20,min,43,0.7177102614611437
M-S08,9,21,min,37,0.4879116574527467
M-S08,9,22,min,37,0.5829561846755283
M-S08,9,23,min,34,0.655251059829446
M-S08,9,24,min,32,0.5927959025323791
M-S08,9,25,min,31,0.5817830887019175
M-S08,9,26,min,33,0.6947447715471032
M-S08,9,27,min,28,0.41035196658694884
M-S08,9,28,min,29,0.8734874632774232
M-S08,9,29,min,20,0.7410270042213154
M-S08,9,30,min,21,0.649088882112277
M-S08,9,31,min,19,0.4479720942773115
M-S08,9,32,min,19,0.7676405155364971
M-S08,9,33,min,22,0.6302167924499614
M-S08,9,34,min,14,0.8227365569980247
M-S08,9,35,min,15,0.46745457811448865
M-S08,9,36,min,12,0.5625252429932431
M-S08,9,37,min,13,0.5377576348089294
M-S08,9,38,min,13,0.6599631267149083
M-S08,9,39,min,9,0.769441689922695
M-S08,9,40,min,7,0.7247260908729688
M-S08,9,41,min,6,0.8063550993631873
M-S08,9,42,min,7,0.6112664582124868
M-S08,9,43,min,11,0.689622772512911
M-S08,9,44,min,5,0.6495074750742753
M-S08,9,45,min,7,0.6978747369630248
M-S08,9,46,min,2,0.7942094323409656
M-S08,9,47,min,7,0.6008556330566397
M-S08,9,48,min,5,0.9038575532852781
M-S08,9,49,min,5,0.6996043277185598
M-S08,9,50,min,2,0.7041963070949078
M-S08,9,51,min,3,0.811313182448469
M-S08,9,52,min,4,0.670478178282321
M-S08,9,53,min,2,0.7449741338548007
M-S08,9,54,min,8,0.6565255749930206
M-S08,9,55,min,3,0.828164988913816
M-S08,9,56,min,0,0.7337107173396229
M-S08,9,57,min,2,0.8897391977736706
M-S08,9,58,min,3,0.8299767740002787
M-S08,9,59,min,6,0.7968280273964111
M-S08,9,60,min,2,0.8481200710988648
M-S08,10,1,min,71,0.35467423654537344
M-S08,10,2,min,70,0.4540565490949489
M-S08,10,3,min,68,0.5277830347087225
M-S08,10,4,min,67,0.47810599720159086
M-S08,10,5,min,67,0.5525542208375314
M-S08,10,6,min,65,0.5074928739029273
M-S08,10,7,min,63,0.49930864154803145
M-S08,10,8,min,62,0.5186547031635887
M-S08,10,9,min,57,0.46361472587127667
M-S08,10,10,min,59,0.37329753265826376
M-S08,10,11,min,55,0.5686305362178594
M-S08,10,12,min,57,0.46065377519302897
M-S08,10,13,min,51,0.530156812107068
M-S08,10,14,min,53,0.5238183146925818
M-S08,10,15,min,48,0.5582215686441129
M-S08,10,16,min,49,0.47760197813520644
M-S08,10,17,min,47,0.3885621922237664
M-S08,10,18,min,47,0.7516439112810113
M-S08,10,19,min,42,0.6651378196562934
M-S08,10,20,min,41,0.47656847791743673
M-S08,10,21,min,38,0.8477818443431239
M-S08,10,22,min,35,0.5023582259786785
M-S08,10,23,min,34,0.6436340370653786
M-S08,10,24,min,32,0.4253374449169379
M-S08,10,25,min,30,0.6760846623561205
M-S08,10,26,min,27,0.6149946065462462
M-S08,10,27,min,24,0.6232497603059153
M-S08,10,28,min,29,0.5511016364666037
M-S08,10,29,min,22,0.5248357254797676
M-S08,10,30,min,21,0.5762057407029867
M-S08,10,31,min,20,0.5466456982926312
M-S08,10,32,min,18,0.3650592195429801
M-S08,10,33,min,18,0.7793510236342667
M-S08,10,34,min,18,0.7251493448735699
M-S08,10,35,min,12,0.795997058112439
M-S08,10,36,min,10,0.6696934621259064
M-S08,10,37,min,15,0.5235073877887596
M-S08,10,38,min,11,1
M-S08,10,39,min,7,0.596092080059134
M-S08,10,40,min,11,0.5408146922737286
M-S08,10,41,min,11,0.9450148560247388
M-S08,10,42,min,8,0.5991409672804995
M-S08,10,43,min,10,0.7133321889474915
M-S08,10,44,min,9,0.7697624564531178
M-S08,10,45,min,5,0.8730925792338828
M-S08,10,46,min,4,0.5632112675781908
M-S08,10,47,min,4,0.6139851808246949
M-S08,10,48,min,7,0.8565592436740972
M-S08,10,49,min,4,0.674326517570733
M-S08,10,50,min,4,0.7003668033305175
M-S08,10,51,min,3,0.6836723734842483
M-S08,10,52,min,0,0.8034874107382686
M-S08,10,53,min,4,0.6815818062547494
M-S08,10,54,min,2,0.8293581639224721
M-S08,10,55,min,1,0.7023551378459618
M-S08,10,56,min,2,0.8783017059054165
M-S08,10,57,min,3,0.7684225630813387
M-S08,10,58,min,3,0.8851754778998906
M-S08,10,59,min,3,0.7878639834744612
M-S08,10,60,min,3,0.9173568928092153
