scenario,replication,time_step,time_unit,active_casualties,capacity_utilisation
M-S07,3,13,min,56,0.6523084285510327
M-S07,3,14,min,55,0.5471235201131038
M-S07,3,15,min,52,0.6531145114695502
M-S07,3,16,min,51,0.5947151941850352
M-S07,3,17,min,50,0.5897344115446358
M-S07,3,18,min,41,0.5631665533963562
M-S07,3,19,min,40,0.5827835042816878
M-S07,3,20,min,39,0.6940476573461705
M-S07,3,21,min,36,0.6330404156969857
M-S07,3,22,min,32,0.6180747458175615
M-S07,3,23,min,35,0.49962087497555535
M-S07,3,24,min,29,0.6361765431320971
M-S07,3,25,min,32,0.6410110194083538
M-S07,3,26,min,29,0.7051119886951691
M-S07,3,27,min,28,0.5511784772899468
M-S07,3,28,min,22,0.760968729818982
M-S07,3,29,min,20,0.6938226849514363
M-S07,3,30,min,22,0.6885894962560898
M-S07,3,31,min,17,0.5291292075504513
M-S07,3,32,min,21,0.47310393883209106
M-S07,3,33,min,19,0.6167976381787883
M-S07,3,34,min,15,0.80047944249171
M-S07,3,35,min,15,0.7855483982829976
M-S07,3,36,min,15,0.7835193629404946
M-S07,3,37,min,11,0.7155474912230594
M-S07,3,38,min,14,0.6827393277086352
M-S07,3,39,min,9,0.8023200668572914
M-S07,3,40,min,8,0.6673311050183505
M-S07,3,41,min,5,0.4961618168172981
M-S07,3,42,min,8,0.6652283403004827
M-S07,3,43,min,4,0.8807076205829709
M-S07,3,44,min,9,0.7009477038534135
M-S07,3,45,min,8,0.7558509076900158
M-S07,3,46,min,4,0.7141740761606806
M-S07,3,47,min,5,0.5927525070404458
M-S07,3,48,min,5,0.5572413762554919
M-S07,3,49,min,4,0.6387340214182381
M-S07,3,50,min,4,0.7514306570474298
M-S07,3,51,min,5,0.7904692646578112
M-S07,3,52,min,5,0.9146012296799482
M-S07,3,53,min,3,0.6608607224493778
M-S07,3,54,min,2,0.74403897367911
M-S07,3,55,min,1,0.8143172721988158
M-S07,3,56,min,3,0.781812505486135
M-S07,3,57,min,1,0.6981646061460108
M-S07,3,58,min,3,0.901770653857329
M-S07,3,59,min,1,0.8072971292918513
M-S07,3,60,min,3,0.7104405487612344
M-S07,4,1,min,68,0.5079714701804925
M-S07,4,2,min,69,0.5467283323550198
M-S07,4,3,min,70,0.3962810097589356
M-S07,4,4,min,66,0.5422576105313474
M-S07,4,5,min,63,0.637653188619436
M-S07,4,6,min,63,0.6730200365172557
M-S07,4,7,min,60,0.7237228787861113
M-S07,4,8,min,60,0.6004487391366926
M-S07,4,9,min,60,0.43456568831428216
M-S07,4,10,min,61,0.3374989329063328
M-S07,4,11,min,58,0.770499260336695
M-S07,4,12,min,53,0.6193133673948006
M-S07,4,13,min,59,0.5978187135178614
M-S07,4,14,min,54,0.5236723563067333
M-S07,4,15,min,50,0.7970758492851054
M-S07,4,16,min,53,0.6572669769631441
M-S07,4,17,min,50,0.46257436692608495
M-S07,4,18,min,45,0.5540752904381525
M-S07,4,19,min,41,0.4590855602836103
M-S07,4,20,min,39,0.5740921011167234
M-S07,4,21,min,36,0.45589568420628934
M-S07,4,22,min,36,0.5925206575404773
M-S07,4,23,min,29,0.5609544119381207
M-S07,4,24,min,30,0.650647007956534
M-S07,4,25,min,32,0.5583271233574901
M-S07,4,26,min,31,0.658618304134279
M-S07,4,27,min,24,0.5616601830441637
M-S07,4,28,min,23,0.7747329316982544
M-S07,4,29,min,22,0.426145564631939
M-S07,4,30,min,19,0.6272250194885552
M-S07,4,31,min,16,0.7301773993693219
M-S07,4,32,min,19,0.7906882624374396
M-S07,4,33,min,13,0.8334357796754752
M-S07,4,34,min,16,0.7262169698819152
M-S07,4,35,min,16,0.8485949227845812
M-S07,4,36,min,12,0.5513864560249511
M-S07,4,37,min,11,0.5660179746653211
M-S07,4,38,min,14,0.6762691057130813
M-S07,4,39,min,12,0.5137720361570508
M-S07,4,40,min,7,0.7088327206025542
M-S07,4,41,min,9,0.6914145613396927
M-S07,4,42,min,11,0.7270887050756629
M-S07,4,43,min,8,0.4775285516607098
M-S07,4,44,min,10,0.7798732450659208
M-S07,4,45,min,4,0.9454643238017884
M-S07,4,46,min,2,0.5528514286358341
M-S07,4,47,min,0,0.7205576684010705
M-S07,4,48,min,3,0.7927338278810416
M-S07,4,49,min,4,0.7319751475373809
M-S07,4,50,min,2,0.6148770055388577
M-S07,4,51,min,8,0.7770919088131713
M-S07,4,52,min,0,0.7971845644277252
M-S07,4,53,min,4,0.7185447346923018
M-S07,4,54,min,2,0.6868444627281866
M-S07,4,55,min,2,0.748334416227179
M-S07,4,56,min,4,0.8989310310987005
M-S07,4,57,min,3,0.8012022534287595
M-S07,4,58,min,4,0.7238193981164828
M-S07,4,59,min,2,0.7000078986793914
M-S07,4,60,min,0,1
M-S07,5,1,min,68,0.3341741398422231
M-S07,5,2,min,71,0.5957649896944367
M-S07,5,3,min,71,0.693377146924379
M-S07,5,4,min,70,0.6217769920746521
M-S07,5,5,min,64,0.5176559493906935
M-S07,5,6,min,64,0.5548500096345206
M-S07,5,7,min,63,0.37747829213866957
M-S07,5,8,min,60,0.40224628470032187
M-S07,5,9,min,62,0.5543979856851837
M-S07,5,10,min,59,0.46819317284614337
M-S07,5,11,min,59,0.4341408863442025
M-S07,5,12,min,59,0.5180613983811174
M-S07,5,13,min,55,0.43877807119482604
M-S07,5,14,min,52,0.6090799841730739
M-S07,5,15,min,49,0.39791326315609976
M-S07,5,16,min,50,0.504469954273905
M-S07,5,17,min,48,0.4912656498960924
M-S07,5,18,min,44,0.5777284896228403
M-S07,5,19,min,42,0.6671665007801535
M-S07,5,20,min,40,0.3482880585531791
M-S07,5,21,min,40,0.5562073931900005
M-S07,5,22,min,35,0.6519876184317199
M-S07,5,23,min,33,0.5430797604882203
M-S07,5,24,min,31,0.6455704761065287
M-S07,5,25,min,30,0.4731459360387318
M-S07,5,26,min,26,0.6014320399349481
M-S07,5,27,min,26,0.5925066113603676
M-S07,5,28,min,23,0.6652307413195508
M-S07,5,29,min,21,0.49888925515986676
M-S07,5,30,min,23,0.6379085934938638
M-S07,5,31,min,16,0.7259160593311604
M-S07,5,32,min,19,0.6450681241051228
M-S07,5,33,min,13,0.8411786403096535
M-S07,5,34,min,18,0.8599006093212658
M-S07,5,35,min,15,0.6655042005374522
M-S07,5,36,min,13,0.8957813801924785
M-S07,5,37,min,10,0.7167388744595462
M-S07,5,38,min,11,0.698253423945403
M-S07,5,39,min,12,0.48908036674357624
M-S07,5,40,min,7,0.7211840649940336
M-S07,5,41,min,9,0.8106347444441063
M-S07,5,42,min,11,0.7628177274258804
M-S07,5,43,min,4,0.6670733692863058
M-S07,5,44,min,8,0.9614959673403173
M-S07,5,45,min,6,0.7768916420998304
M-S07,5,46,min,5,0.7954654836521182
M-S07,5,47,min,8,0.7022235541041822
M-S07,5,48,min,5,0.7021810648183935
M-S07,5,49,min,3,0.7258480301615511
M-S07,5,50,min,5,0.7241008176468007
M-S07,5,51,min,2,0.8182766984528985
M-S07,5,52,min,4,0.7152121960913174
M-S07,5,53,min,2,0.8368730700609954
M-S07,5,54,min,2,0.8061372199365554
M-S07,5,55,min,3,0.700171242076091
M-S07,5,56,min,1,0.8580315310796516
M-S07,5,57,min,2,0.7754688564168019
M-S07,5,58,min,0,0.8139547540984724
M-S07,5,59,min,0,0.9610632842360782
M-S07,5,60,min,2,0.7318830024016766
M-S07,6,1,min,71,0.47766691228461106
M-S07,6,2,min,69,0.6788537635835964
M-S07,6,3,min,66,0.5094423274980259
M-S07,6,4,min,65,0.5877010463578696
M-S07,6,5,min,66,0.561309894559931
M-S07,6,6,min,64,0.5451541940955786
M-S07,6,7,min,59,0.5866148976544259
M-S07,6,8,min,59,0.3401015377712434
M-S07,6,9,min,61,0.4696259968906995
M-S07,6,10,min,59,0.38770171752692695
M-S07,6,11,min,57,0.5801198662233646
M-S07,6,12,min,55,0.5606585242764681
M-S07,6,13,min,53,0.5260776886943273
M-S07,6,14,min,48,0.47340641818773554
M-S07,6,15,min,48,0.5017381997539009
M-S07,6,16,min,49,0.6082148781854031
M-S07,6,17,min,45,0.7529187644997807
M-S07,6,18,min,46,0.5314285374228918
M-S07,6,19,min,43,0.5664667970325931
M-S07,6,20,min,41,0.4551119693740168
M-S07,6,21,min,38,0.631073541245845
M-S07,6,22,min,36,0.5608287384260704
M-S07,6,23,min,34,0.7755107160828172
M-S07,6,24,min,29,0.5123260377466919
M-S07,6,25,min,32,0.7276801503986745
M-S07,6,26,min,31,0.6709787111083706
M-S07,6,27,min,25,0.6089158769317985
M-S07,6,28,min,20,0.5858503509331878
M-S07,6,29,min,23,0.5548957232568534
M-S07,6,30,min,22,0.5430923141529537
M-S07,6,31,min,21,0.6756303963849034
M-S07,6,32,min,15,0.5620561070917125
M-S07,6,33,min,20,0.7648315893661183
M-S07,6,34,min,15,0.5409848755103188
M-S07,6,35,min,17,0.6523447552354049
M-S07,6,36,min,15,0.6247458626749333
M-S07,6,37,min,12,0.8364314708211613
M-S07,6,38,min,10,0.6558612793011649
M-S07,6,39,min,9,0.8101386139886327
M-S07,6,40,min,10,0.6972074429086801
M-S07,6,41,min,7,0.7827859373467685
M-S07,6,42,min,7,0.5883057542129199
M-S07,6,43,min,9,0.6979388640438767
M-S07,6,44,min,4,0.6051097475946615
M-S07,6,45,min,6,0.7906212511634334
M-S07,6,46,min,3,0.7350516334244402
M-S07,6,47,min,4,0.6788784486724845
M-S07,6,48,min,8,0.7299209265461332
M-S07,6,49,min,3,0.7300267386423838
M-S07,6,50,min,4,0.701507186337208
M-S07,6,51,min,3,0.7710125877402679
M-S07,6,52,min,4,0.8412366657492156
M-S07,6,53,min,5,0.7207426040095568
M-S07,6,54,min,4,0.9935843766527774
M-S07,6,55,min,3,0.8523264154166894
M-S07,6,56,min,1,0.6913423358794172
M-S07,6,57,min,4,0.70580579517197
M-S07,6,58,min,2,0.6655267893814563
M-S07,6,59,min,0,0.857030504514693
M-S07,6,60,min,0,0.7008197685406394
M-S07,7,1,min,68,0.33873784361937176
M-S07,7,2,min,66,0.5404880393023628
M-S07,7,3,min,71,0.43209118431707705
M-S07,7,4,min,63,0.5888007594629732
M-S07,7,5,min,64,0.628964830319425
M-S07,7,6,min,65,0.39448965946556236
M-S07,7,7,min,60,0.49552867364976344
M-S07,7,8,min,60,0.5742461585499061
M-S07,7,9,min,60,0.6111424260508846
M-S07,7,10,min,59,0.7339441786047936
M-S07,7,11,min,54,0.3274036626408683
M-S07,7,12,min,56,0.4932346064314454
M-S07,7,13,min,52,0.6504305147444057
M-S07,7,14,min,52,0.5725140236991195
M-S07,7,15,min,47,0.6251654024822382
M-S07,7,16,min,46,0.5589558076502869
M-S07,7,17,min,45,0.6715198953840272
M-S07,7,18,min,44,0.6536835831172718
M-S07,7,19,min,44,0.8547864722220648
M-S07,7,20,min,42,0.5297595850340819
M-S07,7,21,min,34,0.5949735844243226
M-S07,7,22,min,37,0.6492066742909884
M-S07,7,23,min,33,0.6003487514554123
M-S07,7,24,min,34,0.860802646319613
M-S07,7,25,min,30,0.6526089393756843
M-S07,7,26,min,27,0.7576297060865284
M-S07,7,27,min,30,0.6872036166227237
M-S07,7,28,min,22,0.7480652406932312
M-S07,7,29,min,24,0.7439598788793994
M-S07,7,30,min,21,0.8379890152722459
M-S07,7,31,min,18,0.6785936933467501
M-S07,7,32,min,22,0.8208533743642998
M-S07,7,33,min,16,0.6110712347528008
M-S07,7,34,min,16,0.7191804985797094
M-S07,7,35,min,13,0.42697998290987393
M-S07,7,36,min,14,0.64720982196582455
M-S07,7,37,min,13,0.5655196351043655
M-S07,7,38,min,11,0.6123165645434053
M-S07,7,39,min,11,0.6988880722507854
M-S07,7,40,min,8,0.6401687311884262
M-S07,7,41,min,13,0.6922602138457514
M-S07,7,42,min,8,0.6071857763754661
M-S07,7,43,min,9,0.8836172171894046
M-S07,7,44,min,4,0.51216899526037
M-S07,7,45,min,4,0.7630273606844572
M-S07,7,46,min,8,0.6450534760006981
M-S07,7,47,min,7,0.6605187730481819
M-S07,7,48,min,4,0.8425763211672218
M-S07,7,49,min,3,0.7126845161823405
M-S07,7,50,min,7,0.8791202445868496
M-S07,7,51,min,4,0.5909820712639934
M-S07,7,52,min,3,0.812550487791292
M-S07,7,53,min,4,0.7474058235774974
M-S07,7,54,min,1,0.5530710720693138
M-S07,7,55,min,6,0.7226639814054167
M-S07,7,56,min,3,0.8662909533503917
M-S07,7,57,min,1,0.843513248237239
M-S07,7,58,min,3,0.6441295285532671
M-S07,7,59,min,6,0.9660625868439986
M-S07,7,60,min,0,0.9083734519330687
M-S07,8,1,min,71,0.46780758934673056
M-S07,8,2,min,69,0.5213297741914704
M-S07,8,3,min,68,0.7970304385447415
M-S07,8,4,min,66,0.6458626258355868
M-S07,8,5,min,66,0.3952338194809323
M-S07,8,6,min,66,0.29745007237511534
M-S07,8,7,min,64,0.4850506754566673
M-S07,8,8,min,59,0.5380179979200558
M-S07,8,9,min,62,0.4049806301006986
M-S07,8,10,min,58,0.5721729042881447
M-S07,8,11,min,60,0.6085318328287206
M-S07,8,12,min,54,0.43874474982183
M-S07,8,13,min,58,0.5131891746568258
M-S07,8,14,min,48,0.5380977755761271
M-S07,8,15,min,52,0.4650592615384774
M-S07,8,16,min,45,0.6551535047380016
M-S07,8,17,min,43,0.5468123413075626
M-S07,8,18,min,43,0.66906519529379
M-S07,8,19,min,39,0.644357645237135
M-S07,8,20,min,41,0.6286737552481142
M-S07,8,21,min,41,0.6466989685595769
M-S07,8,22,min,36,0.5791822846435523
M-S07,8,23,min,37,0.5651714609841423
M-S07,8,24,min,31,0.8099433906753025
M-S07,8,25,min,31,0.5238327707477083
M-S07,8,26,min,29,0.6876334733505001
M-S07,8,27,min,26,0.6320067052643172
M-S07,8,28,min,21,0.8190452385183634
M-S07,8,29,min,24,0.6889755170387106
M-S07,8,30,min,22,0.7099775939282884
M-S07,8,31,min,19,0.6946521791933489
M-S07,8,32,min,20,0.9000689500115998
M-S07,8,33,min,17,0.6026373094586033
M-S07,8,34,min,13,0.7966666797167732
M-S07,8,35,min,19,0.6312097784517812
M-S07,8,36,min,9,0.6580358029278199
M-S07,8,37,min,13,0.9262796100739157
M-S07,8,38,min,11,0.7318180281047697
M-S07,8,39,min,11,0.8613670450780128
M-S07,8,40,min,10,0.6687149961733998
M-S07,8,41,min,10,0.7375581081307442
M-S07,8,42,min,9,0.7623294037638463
M-S07,8,43,min,5,0.6789503304355766
M-S07,8,44,min,7,0.8932951183035415
M-S07,8,45,min,1,0.5261688920054004
M-S07,8,46,min,7,0.8513303432559672
M-S07,8,47,min,4,0.6592229157809327
M-S07,8,48,min,3,0.6953925048032693
M-S07,8,49,min,1,0.6002105485584559
M-S07,8,50,min,0,0.69784513055696
M-S07,8,51,min,5,0.7594450216935159
M-S07,8,52,min,0,0.9204984087068991
M-S07,8,53,min,4,0.8933025561325622
M-S07,8,54,min,1,0.7763043106945721
M-S07,8,55,min,2,0.7826765351522196
M-S07,8,56,min,1,0.8993060795617905
M-S07,8,57,min,1,0.7623522160259013
M-S07,8,58,min,3,0.676439424746055
M-S07,8,59,min,2,0.7997927023434073
M-S07,8,60,min,2,0.8682168998985053
M-S07,9,1,min,65,0.5631521121428676
M-S07,9,2,min,69,0.42748394895155634
M-S07,9,3,min,69,0.6406467460708014
M-S07,9,4,min,65,0.4273278382529088
M-S07,9,5,min,65,0.6596750973856801
M-S07,9,6,min,65,0.5315191223040695
M-S07,9,7,min,63,0.5394077682071008
M-S07,9,8,min,59,0.6231257843185485
M-S07,9,9,min,57,0.5541844411938357
M-S07,9,10,min,56,0.4412654602166898
M-S07,9,11,min,61,0.5545257225658928
M-S07,9,12,min,55,0.5146596308384606
M-S07,9,13,min,56,0.47448030714095035
M-S07,9,14,min,52,0.4827459927623157
M-S07,9,15,min,49,0.49294442432811747
M-S07,9,16,min,47,0.7338435794716647
M-S07,9,17,min,44,0.5160322816879825
M-S07,9,18,min,45,0.5024544264083358
M-S07,9,19,min,42,0.45730256322431295
M-S07,9,20,min,40,0.5587692360511606
M-S07,9,21,min,37,0.6279994897488329
M-S07,9,22,min,33,0.55540512084707
M-S07,9,23,min,33,0.6516899055923555
M-S07,9,24,min,29,0.5722533503752822
M-S07,9,25,min,34,0.5455763714771573
M-S07,9,26,min,32,0.6027383629352635
M-S07,9,27,min,27,0.5052908335819343
M-S07,9,28,min,23,0.6738262105064241
M-S07,9,29,min,23,0.6374580571431484
M-S07,9,30,min,24,0.6418553779089284
M-S07,9,31,min,21,0.6275309249955212
M-S07,9,32,min,17,0.5956976624240615
M-S07,9,33,min,14,0.7526025709599813
M-S07,9,34,min,16,0.6604710475370607
M-S07,9,35,min,17,0.5450371654023658
M-S07,9,36,min,17,0.7173860629144759
M-S07,9,37,min,13,0.5712676411787092
M-S07,9,38,min,7,0.5919739109866429
M-S07,9,39,min,10,0.6652013003052026
M-S07,9,40,min,10,0.5999323817586121
M-S07,9,41,min,8,0.6993053095898425
M-S07,9,42,min,11,0.753847933645976
M-S07,9,43,min,8,0.693371922752947
M-S07,9,44,min,9,0.7288500676464237
M-S07,9,45,min,4,0.6235526034108807
M-S07,9,46,min,6,0.7197989099539094
M-S07,9,47,min,6,0.785839141409021
M-S07,9,48,min,6,0.7028677093692793
M-S07,9,49,min,1,0.5876858781644028
M-S07,9,50,min,6,0.729977558669813
M-S07,9,51,min,2,0.7213457375832554
M-S07,9,52,min,7,0.8761403507932635
M-S07,9,53,min,4,0.6193136269630999
M-S07,9,54,min,7,0.7281485425837594
M-S07,9,55,min,4,0.7058404257764993
M-S07,9,56,min,3,0.8425685251547698
M-S07,9,57,min,2,0.7271510136544982
M-S07,9,58,min,0,0.7557641609330381
M-S07,9,59,min,2,0.8057699457876749
M-S07,9,60,min,2,0.867578628551782
M-S07,10,1,min,69,0.45974809806555134
M-S07,10,2,min,68,0.18399868559517302
M-S07,10,3,min,65,0.5787569269880359
M-S07,10,4,min,67,0.5133694049595323
M-S07,10,5,min,65,0.5903350373458514
M-S07,10,6,min,65,0.693865846266489
M-S07,10,7,min,65,0.6218077958579405
M-S07,10,8,min,60,0.5187461915127152
M-S07,10,9,min,60,0.5323117292058528
M-S07,10,10,min,57,0.8375354132488768
M-S07,10,11,min,55,0.6479644005357497
M-S07,10,12,min,58,0.5933358763735931
M-S07,10,13,min,53,0.5083110205629624
M-S07,10,14,min,52,0.3995623609798191
M-S07,10,15,min,53,0.5269129520329526
M-S07,10,16,min,46,0.4809128271873357
M-S07,10,17,min,45,0.487536386606784
M-S07,10,18,min,46,0.4261145370474239
M-S07,10,19,min,40,0.880430956679155
M-S07,10,20,min,39,0.8132875430760588
M-S07,10,21,min,37,0.6579714818469098
M-S07,10,22,min,35,0.5882890001840638
M-S07,10,23,min,33,0.6775512011144752
M-S07,10,24,min,34,0.5374861113070041
M-S07,10,25,min,30,0.8704797089537103
M-S07,10,26,min,29,0.4938405802415664
M-S07,10,27,min,30,0.5557946289306249
M-S07,10,28,min,27,0.6432659500077511
M-S07,10,29,min,25,0.6669027932222141
M-S07,10,30,min,21,0.718557165059735
M-S07,10,31,min,22,0.7257955033064064
M-S07,10,32,min,13,0.6086691821272104
M-S07,10,33,min,18,0.6885088973825708
M-S07,10,34,min,20,0.8132576947412143
M-S07,10,35,min,20,0.6784562096383353
M-S07,10,36,min,15,0.48563108917257436
M-S07,10,37,min,12,0.6614755776620083
M-S07,10,38,min,10,0.6444635979933819
M-S07,10,39,min,8,0.6994152551513412
M-S07,10,40,min,7,0.5023406218665988
M-S07,10,41,min,12,0.7764531273195348
M-S07,10,42,min,7,0.7561880959000862
M-S07,10,43,min,9,0.8911288622861658
M-S07,10,44,min,5,0.7318673752157951
M-S07,10,45,min,9,0.778856263034037
M-S07,10,46,min,5,0.8075793519096065
M-S07,10,47,min,5,0.8177062897062477
M-S07,10,48,min,8,0.650489097303823
M-S07,10,49,min,4,0.7764804431976673
M-S07,10,50,min,6,0.7489009966243134
M-S07,10,51,min,5,0.4232381578570036
M-S07,10,52,min,6,0.8229356756096919
M-S07,10,53,min,1,0.8628150423268841
M-S07,10,54,min,4,0.7345567028350017
M-S07,10,55,min,3,0.8603463081500465
M-S07,10,56,min,3,0.6435125210653516
M-S07,10,57,min,4,0.8988957393235939
M-S07,10,58,min,2,0.8277992879338818
M-S07,10,59,min,1,0.8434301061302744
M-S07,10,60,min,2,0.870873785095584
