scenario,replication,time_step,time_unit,active_entities,capacity_utilisation
A-S07,2,35,step,16,0.5427497868676248
A-S07,2,36,step,14,0.740141495459429
A-S07,2,37,step,15,0.641690032022369
A-S07,2,38,step,9,0.5752705139107765
A-S07,2,39,step,9,0.6509009308159336
A-S07,2,40,step,9,0.7094785240503133
A-S07,2,41,step,7,0.9339082083846701
A-S07,2,42,step,8,0.686287979982972
A-S07,2,43,step,5,0.6829666340843441
A-S07,2,44,step,8,0.9967735618582823
A-S07,2,45,step,4,0.6925806818647275
A-S07,2,46,step,3,0.9143692086412846
A-S07,2,47,step,6,0.5679632918396318
A-S07,2,48,step,4,0.8437917938281534
A-S07,2,49,step,4,0.6948891485630242
A-S07,2,50,step,3,0.8214263042386043
A-S07,2,51,step,3,0.8204141628293993
A-S07,2,52,step,5,0.7284380423254018
A-S07,2,53,step,4,0.7122714300243281
A-S07,2,54,step,1,0.7536994489686188
A-S07,2,55,step,4,0.9072200834601576
A-S07,2,56,step,5,0.8612117974754815
A-S07,2,57,step,1,0.7738939057912255
A-S07,2,58,step,0,0.7141969552088839
A-S07,2,59,step,2,0.7485898447852157
A-S07,2,60,step,3,0.8175601807735268
A-S07,3,1,step,68,0.4978679617490362
A-S07,3,2,step,68,0.4333634592892799
A-S07,3,3,step,67,0.46300604927078076
A-S07,3,4,step,65,0.4097591512939233
A-S07,3,5,step,67,0.4537443758361569
A-S07,3,6,step,65,0.5629803844282292
A-S07,3,7,step,67,0.49486444119252915
A-S07,3,8,step,63,0.6251664691883718
A-S07,3,9,step,62,0.5698083229051183
A-S07,3,10,step,59,0.4379212596657473
A-S07,3,11,step,57,0.4972639495101668
A-S07,3,12,step,54,0.6834822102452808
A-S07,3,13,step,56,0.6523084285510327
A-S07,3,14,step,55,0.5471235201131038
A-S07,3,15,step,52,0.6531145114695502
A-S07,3,16,step,51,0.5947151941850352
A-S07,3,17,step,50,0.5897344115446358
A-S07,3,18,step,41,0.5631665533963562
A-S07,3,19,step,40,0.5827835042816878
A-S07,3,20,step,39,0.6940476573461705
A-S07,3,21,step,36,0.6330404156969857
A-S07,3,22,step,32,0.6180747458175615
A-S07,3,23,step,35,0.49962087497555535
A-S07,3,24,step,29,0.6361765431320971
A-S07,3,25,step,32,0.6410110194083538
A-S07,3,26,step,29,0.7051119886951691
A-S07,3,27,step,28,0.5511784772899468
A-S07,3,28,step,22,0.760968729818982
A-S07,3,29,step,20,0.6938226849514363
A-S07,3,30,step,22,0.6885894962560898
A-S07,3,31,step,17,0.5291292075504513
A-S07,3,32,step,21,0.47310393883209106
A-S07,3,33,step,19,0.6167976381787883
A-S07,3,34,step,15,0.80047944249171
A-S07,3,35,step,15,0.7855483982829976
A-S07,3,36,step,15,0.7835193629404946
A-S07,3,37,step,11,0.7155474912230594
A-S07,3,38,step,14,0.6827393277086352
A-S07,3,39,step,9,0.8023200668572914
A-S07,3,40,step,8,0.6673311050183505
A-S07,3,41,step,5,0.4961618168172981
A-S07,3,42,step,8,0.6652283403004827
A-S07,3,43,step,4,0.8807076205829709
A-S07,3,44,step,9,0.7009477038534135
A-S07,3,45,step,8,0.7558509076900158
A-S07,3,46,step,4,0.7141740761606806
A-S07,3,47,step,5,0.5927525070404458
A-S07,3,48,step,5,0.5572413762554919
A-S07,3,49,step,4,0.6387340214182381
A-S07,3,50,step,4,0.7514306570474298
A-S07,3,51,step,5,0.7904692646578112
A-S07,3,52,step,5,0.9146012296799482
A-S07,3,53,step,3,0.6608607224493778
A-S07,3,54,step,2,0.74403897367911
A-S07,3,55,step,1,0.8143172721988158
A-S07,3,56,step,3,0.781812505486135
A-S07,3,57,step,1,0.6981646061460108
A-S07,3,58,step,3,0.901770653857329
A-S07,3,59,step,1,0.8072971292918513
A-S07,3,60,step,3,0.7104405487612344
A-S07,4,1,step,68,0.5079714701804925
A-S07,4,2,step,69,0.5467283323550198
A-S07,4,3,step,70,0.3962810097589356
A-S07,4,4,step,66,0.5422576105313474
A-S07,4,5,step,63,0.637653188619436
A-S07,4,6,step,63,0.6730200365172557
A-S07,4,7,step,60,0.7237228787861113
A-S07,4,8,step,60,0.6004487391366926
A-S07,4,9,step,60,0.43456568831428216
A-S07,4,10,step,61,0.3374989329063328
A-S07,4,11,step,58,0.770499260336695
A-S07,4,12,step,53,0.6193133673948006
A-S07,4,13,step,59,0.5978187135178614
A-S07,4,14,step,54,0.5236723563067333
A-S07,4,15,step,50,0.7970758492851054
A-S07,4,16,step,53,0.6572669769631441
A-S07,4,17,step,50,0.46257436692608495
A-S07,4,18,step,45,0.5540752904381525
A-S07,4,19,step,41,0.4590855602836103
A-S07,4,20,step,39,0.5740921011167234
A-S07,4,21,step,36,0.45589568420628934
A-S07,4,22,step,36,0.5925206575404773
A-S07,4,23,step,29,0.5609544119381207
A-S07,4,24,step,30,0.650647007956534
A-S07,4,25,step,32,0.5583271233574901
A-S07,4,26,step,31,0.658618304134279
A-S07,4,27,step,24,0.5616601830441637
A-S07,4,28,step,23,0.7747329316982544
A-S07,4,29,step,22,0.426145564631939
A-S07,4,30,step,19,0.6272250194885552
A-S07,4,31,step,16,0.7301773993693219
A-S07,4,32,step,19,0.7906882624374396
A-S07,4,33,step,13,0.8334357796754752
A-S07,4,34,step,16,0.7262169698819152
A-S07,4,35,step,16,0.8485949227845812
A-S07,4,36,step,12,0.5513864560249511
A-S07,4,37,step,11,0.5660179746653211
A-S07,4,38,step,14,0.6762691057130813
A-S07,4,39,step,12,0.5137720361570508
A-S07,4,40,step,7,0.7088327206025542
A-S07,4,41,step,9,0.6914145613396927
A-S07,4,42,step,11,0.7270887050756629
A-S07,4,43,step,8,0.4775285516607098
A-S07,4,44,step,10,0.7798732450659208
A-S07,4,45,step,4,0.9454643238017884
A-S07,4,46,step,2,0.5528514286358341
A-S07,4,47,step,0,0.7205576684010705
A-S07,4,48,step,3,0.7927338278810416
A-S07,4,49,step,4,0.7319751475373809
A-S07,4,50,step,2,0.6148770055388577
A-S07,4,51,step,8,0.7770919088131713
A-S07,4,52,step,0,0.7971845644277252
A-S07,4,53,step,4,0.7185447346923018
A-S07,4,54,step,2,0.6868444627281866
A-S07,4,55,step,2,0.748334416227179
A-S07,4,56,step,4,0.8989310310987005
A-S07,4,57,step,3,0.8012022534287595
A-S07,4,58,step,4,0.7238193981164828
A-S07,4,59,step,2,0.7000078986793914
A-S07,4,60,step,0,1
A-S07,5,1,step,68,0.3341741398422231
A-S07,5,2,step,71,0.5957649896944367
A-S07,5,3,step,71,0.693377146924379
A-S07,5,4,step,70,0.6217769920746521
A-S07,5,5,step,64,0.5176559493906935
A-S07,5,6,step,64,0.5548500096345206
A-S07,5,7,step,63,0.37747829213866957
A-S07,5,8,step,60,0.40224628470032187
A-S07,5,9,step,62,0.5543979856851837
A-S07,5,10,step,59,0.46819317284614337
A-S07,5,11,step,59,0.4341408863442025
A-S07,5,12,step,59,0.5180613983811174
A-S07,5,13,step,55,0.43877807119482604
A-S07,5,14,step,52,0.6090799841730739
A-S07,5,15,step,49,0.39791326315609976
A-S07,5,16,step,50,0.504469954273905
A-S07,5,17,step,48,0.4912656498960924
A-S07,5,18,step,44,0.5777284896228403
A-S07,5,19,step,42,0.6671665007801535
A-S07,5,20,step,40,0.3482880585531791
A-S07,5,21,step,40,0.5562073931900005
A-S07,5,22,step,35,0.6519876184317199
A-S07,5,23,step,33,0.5430797604882203
A-S07,5,24,step,31,0.6455704761065287
A-S07,5,25,step,30,0.4731459360387318
A-S07,5,26,step,26,0.6014320399349481
A-S07,5,27,step,26,0.5925066113603676
A-S07,5,28,step,23,0.6652307413195508
A-S07,5,29,step,21,0.49888925515986676
A-S07,5,30,step,23,0.6379085934938638
A-S07,5,31,step,16,0.7259160593311604
A-S07,5,32,step,19,0.6450681241051228
A-S07,5,33,step,13,0.8411786403096535
A-S07,5,34,step,18,0.8599006093212658
A-S07,5,35,step,15,0.6655042005374522
A-S07,5,36,step,13,0.8957813801924785
A-S07,5,37,step,10,0.7167388744595462
A-S07,5,38,step,11,0.698253423945403
A-S07,5,39,step,12,0.48908036674357624
A-S07,5,40,step,7,0.7211840649940336
A-S07,5,41,step,9,0.8106347444441063
A-S07,5,42,step,11,0.7628177274258804
A-S07,5,43,step,4,0.6670733692863058
A-S07,5,44,step,8,0.9614959673403173
A-S07,5,45,step,6,0.7768916420998304
A-S07,5,46,step,5,0.7954654836521182
A-S07,5,47,step,8,0.7022235541041822
A-S07,5,48,step,5,0.7021810648183935
A-S07,5,49,step,3,0.7258480301615511
A-S07,5,50,step,5,0.7241008176468007
A-S07,5,51,step,2,0.8182766984528985
A-S07,5,52,step,4,0.7152121960913174
A-S07,5,53,step,2,0.8368730700609954
A-S07,5,54,step,2,0.8061372199365554
A-S07,5,55,step,3,0.700171242076091
A-S07,5,56,step,1,0.8580315310796516
A-S07,5,57,step,2,0.7754688564168019
A-S07,5,58,step,0,0.8139547540984724
A-S07,5,59,step,0,0.9610632842360782
A-S07,5,60,step,2,0.7318830024016766
A-S07,6,1,step,71,0.47766691228461106
A-S07,6,2,step,69,0.6788537635835964
A-S07,6,3,step,66,0.5094423274980259
A-S07,6,4,step,65,0.5877010463578696
A-S07,6,5,step,66,0.561309894559931
A-S07,6,6,step,64,0.5451541940955786
A-S07,6,7,step,59,0.5866148976544259
A-S07,6,8,step,59,0.3401015377712434
A-S07,6,9,step,61,0.4696259968906995
A-S07,6,10,step,59,0.38770171752692695
A-S07,6,11,step,57,0.5801198662233646
A-S07,6,12,step,55,0.5606585242764681
A-S07,6,13,step,53,0.5260776886943273
A-S07,6,14,step,48,0.47340641818773554
A-S07,6,15,step,48,0.5017381997539009
A-S07,6,16,step,49,0.6082148781854031
A-S07,6,17,step,45,0.7529187644997807
A-S07,6,18,step,46,0.5314285374228918
A-S07,6,19,step,43,0.5664667970325931
A-S07,6,20,step,41,0.4551119693740168
A-S07,6,21,step,38,0.631073541245845
A-S07,6,22,step,36,0.5608287384260704
A-S07,6,23,step,34,0.7755107160828172
A-S07,6,24,step,29,0.5123260377466919
A-S07,6,25,step,32,0.7276801503986745
A-S07,6,26,step,31,0.6709787111083706
A-S07,6,27,step,25,0.6089158769317985
A-S07,6,28,step,20,0.5858503509331878
A-S07,6,29,step,23,0.5548957232568534
A-S07,6,30,step,22,0.5430923141529537
A-S07,6,31,step,21,0.6756303963849034
A-S07,6,32,step,15,0.5620561070917125
A-S07,6,33,step,20,0.7648315893661183
A-S07,6,34,step,15,0.5409848755103188
A-S07,6,35,step,17,0.6523447552354049
A-S07,6,36,step,15,0.6247458626749333
A-S07,6,37,step,12,0.8364314708211613
A-S07,6,38,step,10,0.6558612793011649
A-S07,6,39,step,9,0.8101386139886327
A-S07,6,40,step,10,0.6972074429086801
A-S07,6,41,step,7,0.7827859373467685
A-S07,6,42,step,7,0.5883057542129199
A-S07,6,43,step,9,0.6979388640438767
A-S07,6,44,step,4,0.6051097475946615
A-S07,6,45,step,6,0.7906212511634334
A-S07,6,46,step,3,0.7350516334244402
A-S07,6,47,step,4,0.6788784486724845
A-S07,6,48,step,8,0.7299209265461332
A-S07,6,49,step,3,0.7300267386423838
A-S07,6,50,step,4,0.701507186337208
A-S07,6,51,step,3,0.7710125877402679
A-S07,6,52,step,4,0.8412366657492156
A-S07,6,53,step,5,0.7207426040095568
A-S07,6,54,step,4,0.9935843766527774
A-S07,6,55,step,3,0.8523264154166894
A-S07,6,56,step,1,0.6913423358794172
A-S07,6,57,step,4,0.70580579517197
A-S07,6,58,step,2,0.6655267893814563
A-S07,6,59,step,0,0.857030504514693
A-S07,6,60,step,0,0.7008197685406394
A-S07,7,1,step,68,0.33873784361937176
A-S07,7,2,step,66,0.5404880393023628
A-S07,7,3,step,71,0.43209118431707705
A-S07,7,4,step,63,0.5888007594629732
A-S07,7,5,step,64,0.628964830319425
A-S07,7,6,step,65,0.39448965946556236
A-S07,7,7,step,60,0.49552867364976344
A-S07,7,8,step,60,0.5742461585499061
A-S07,7,9,step,60,0.6111424260508846
A-S07,7,10,step,59,0.7339441786047936
A-S07,7,11,step,54,0.3274036626408683
A-S07,7,12,step,56,0.4932346064314454
A-S07,7,13,step,52,0.6504305147444057
A-S07,7,14,step,52,0.5725140236991195
A-S07,7,15,step,47,0.6251654024822382
A-S07,7,16,step,46,0.5589558076502869
A-S07,7,17,step,45,0.6715198953840272
A-S07,7,18,step,44,0.6536835831172718
A-S07,7,19,step,44,0.8547864722220648
A-S07,7,20,step,42,0.5297595850340819
A-S07,7,21,step,34,0.5949735844243226
A-S07,7,22,step,37,0.6492066742909884
A-S07,7,23,step,33,0.6003487514554123
A-S07,7,24,step,34,0.860802646319613
A-S07,7,25,step,30,0.6526089393756843
A-S07,7,26,step,27,0.7576297060865284
A-S07,7,27,step,30,0.6872036166227237
A-S07,7,28,step,22,0.7480652406932312
A-S07,7,29,step,24,0.7439598788793994
A-S07,7,30,step,21,0.8379890152722459
A-S07,7,31,step,18,0.6785936933467501
A-S07,7,32,step,22,0.8208533743642998
A-S07,7,33,step,16,0.6110712347528008
A-S07,7,34,step,16,0.7191804985797094
A-S07,7,35,step,13,0.42697998290987393
A-S07,7,36,step,14,0.64720982196582455
A-S07,7,37,step,13,0.5655196351043655
A-S07,7,38,step,11,0.6123165645434053
A-S07,7,39,step,11,0.6988880722507854
A-S07,7,40,step,8,0.6401687311884262
A-S07,7,41,step,13,0.6922602138457514
A-S07,7,42,step,8,0.6071857763754661
A-S07,7,43,step,9,0.8836172171894046
A-S07,7,44,step,4,0.51216899526037
A-S07,7,45,step,4,0.7630273606844572
A-S07,7,46,step,8,0.6450534760006981
A-S07,7,47,step,7,0.6605187730481819
A-S07,7,48,step,4,0.8425763211672218
A-S07,7,49,step,3,0.7126845161823405
A-S07,7,50,step,7,0.8791202445868496
A-S07,7,51,step,4,0.5909820712639934
A-S07,7,52,step,3,0.812550487791292
A-S07,7,53,step,4,0.7474058235774974
A-S07,7,54,step,1,0.5530710720693138
A-S07,7,55,step,6,0.7226639814054167
A-S07,7,56,step,3,0.8662909533503917
A-S07,7,57,step,1,0.843513248237239
A-S07,7,58,step,3,0.6441295285532671
A-S07,7,59,step,6,0.9660625868439986
A-S07,7,60,step,0,0.9083734519330687
A-S07,8,1,step,71,0.46780758934673056
A-S07,8,2,step,69,0.5213297741914704
A-S07,8,3,step,68,0.7970304385447415
A-S07,8,4,step,66,0.6458626258355868
A-S07,8,5,step,66,0.3952338194809323
A-S07,8,6,step,66,0.29745007237511534
A-S07,8,7,step,64,0.4850506754566673
A-S07,8,8,step,59,0.5380179979200558
A-S07,8,9,step,62,0.4049806301006986
A-S07,8,10,step,58,0.5721729042881447
A-S07,8,11,step,60,0.6085318328287206
A-S07,8,12,step,54,0.43874474982183
A-S07,8,13,step,58,0.5131891746568258
A-S07,8,14,step,48,0.5380977755761271
A-S07,8,15,step,52,0.4650592615384774
A-S07,8,16,step,45,0.6551535047380016
A-S07,8,17,step,43,0.5468123413075626
A-S07,8,18,step,43,0.66906519529379
A-S07,8,19,step,39,0.644357645237135
A-S07,8,20,step,41,0.6286737552481142
A-S07,8,21,step,41,0.6466989685595769
A-S07,8,22,step,36,0.5791822846435523
A-S07,8,23,step,37,0.5651714609841423
A-S07,8,24,step,31,0.8099433906753025
A-S07,8,25,step,31,0.5238327707477083
A-S07,8,26,step,29,0.6876334733505001
A-S07,8,27,step,26,0.6320067052643172
A-S07,8,28,step,21,0.8190452385183634
A-S07,8,29,step,24,0.6889755170387106
A-S07,8,30,step,22,0.7099775939282884
A-S07,8,31,step,19,0.6946521791933489
A-S07,8,32,step,20,0.9000689500115998
A-S07,8,33,step,17,0.6026373094586033
A-S07,8,34,step,13,0.7966666797167732
A-S07,8,35,step,19,0.6312097784517812
A-S07,8,36,step,9,0.6580358029278199
A-S07,8,37,step,13,0.9262796100739157
A-S07,8,38,step,11,0.7318180281047697
A-S07,8,39,step,11,0.8613670450780128
A-S07,8,40,step,10,0.6687149961733998
A-S07,8,41,step,10,0.7375581081307442
A-S07,8,42,step,9,0.7623294037638463
A-S07,8,43,step,5,0.6789503304355766
A-S07,8,44,step,7,0.8932951183035415
A-S07,8,45,step,1,0.5261688920054004
A-S07,8,46,step,7,0.8513303432559672
A-S07,8,47,step,4,0.6592229157809327
A-S07,8,48,step,3,0.6953925048032693
A-S07,8,49,step,1,0.6002105485584559
A-S07,8,50,step,0,0.69784513055696
A-S07,8,51,step,5,0.7594450216935159
A-S07,8,52,step,0,0.9204984087068991
A-S07,8,53,step,4,0.8933025561325622
A-S07,8,54,step,1,0.7763043106945721
A-S07,8,55,step,2,0.7826765351522196
A-S07,8,56,step,1,0.8993060795617905
A-S07,8,57,step,1,0.7623522160259013
A-S07,8,58,step,3,0.676439424746055
A-S07,8,59,step,2,0.7997927023434073
A-S07,8,60,step,2,0.8682168998985053
A-S07,9,1,step,65,0.5631521121428676
A-S07,9,2,step,69,0.42748394895155634
A-S07,9,3,step,69,0.6406467460708014
A-S07,9,4,step,65,0.4273278382529088
A-S07,9,5,step,65,0.6596750973856801
A-S07,9,6,step,65,0.5315191223040695
A-S07,9,7,step,63,0.5394077682071008
A-S07,9,8,step,59,0.6231257843185485
A-S07,9,9,step,57,0.5541844411938357
A-S07,9,10,step,56,0.4412654602166898
A-S07,9,11,step,61,0.5545257225658928
A-S07,9,12,step,55,0.5146596308384606
A-S07,9,13,step,56,0.47448030714095035
A-S07,9,14,step,52,0.4827459927623157
A-S07,9,15,step,49,0.49294442432811747
A-S07,9,16,step,47,0.7338435794716647
A-S07,9,17,step,44,0.5160322816879825
A-S07,9,18,step,45,0.5024544264083358
A-S07,9,19,step,42,0.45730256322431295
A-S07,9,20,step,40,0.5587692360511606
A-S07,9,21,step,37,0.6279994897488329
A-S07,9,22,step,33,0.55540512084707
A-S07,9,23,step,33,0.6516899055923555
A-S07,9,24,step,29,0.5722533503752822
A-S07,9,25,step,34,0.5455763714771573
A-S07,9,26,step,32,0.6027383629352635
A-S07,9,27,step,27,0.5052908335819343
A-S07,9,28,step,23,0.6738262105064241
A-S07,9,29,step,23,0.6374580571431484
A-S07,9,30,step,24,0.6418553779089284
A-S07,9,31,step,21,0.6275309249955212
A-S07,9,32,step,17,0.5956976624240615
A-S07,9,33,step,14,0.7526025709599813
A-S07,9,34,step,16,0.6604710475370607
A-S07,9,35,step,17,0.5450371654023658
A-S07,9,36,step,17,0.7173860629144759
A-S07,9,37,step,13,0.5712676411787092
A-S07,9,38,step,7,0.5919739109866429
A-S07,9,39,step,10,0.6652013003052026
A-S07,9,40,step,10,0.5999323817586121
A-S07,9,41,step,8,0.6993053095898425
A-S07,9,42,step,11,0.753847933645976
A-S07,9,43,step,8,0.693371922752947
A-S07,9,44,step,9,0.7288500676464237
A-S07,9,45,step,4,0.6235526034108807
A-S07,9,46,step,6,0.7197989099539094
A-S07,9,47,step,6,0.785839141409021
A-S07,9,48,step,6,0.7028677093692793
A-S07,9,49,step,1,0.5876858781644028
A-S07,9,50,step,6,0.729977558669813
A-S07,9,51,step,2,0.7213457375832554
A-S07,9,52,step,7,0.8761403507932635
A-S07,9,53,step,4,0.6193136269630999
A-S07,9,54,step,7,0.7281485425837594
A-S07,9,55,step,4,0.7058404257764993
A-S07,9,56,step,3,0.8425685251547698
A-S07,9,57,step,2,0.7271510136544982
A-S07,9,58,step,0,0.7557641609330381
A-S07,9,59,step,2,0.8057699457876749
A-S07,9,60,step,2,0.867578628551782
A-S07,10,1,step,69,0.45974809806555134
A-S07,10,2,step,68,0.18399868559517302
A-S07,10,3,step,65,0.5787569269880359
A-S07,10,4,step,67,0.5133694049595323
A-S07,10,5,step,65,0.5903350373458514
A-S07,10,6,step,65,0.693865846266489
A-S07,10,7,step,65,0.6218077958579405
A-S07,10,8,step,60,0.5187461915127152
A-S07,10,9,step,60,0.5323117292058528
A-S07,10,10,step,57,0.8375354132488768
A-S07,10,11,step,55,0.6479644005357497
A-S07,10,12,step,58,0.5933358763735931
A-S07,10,13,step,53,0.5083110205629624
A-S07,10,14,step,52,0.3995623609798191
A-S07,10,15,step,53,0.5269129520329526
A-S07,10,16,step,46,0.4809128271873357
A-S07,10,17,step,45,0.487536386606784
A-S07,10,18,step,46,0.4261145370474239
A-S07,10,19,step,40,0.880430956679155
A-S07,10,20,step,39,0.8132875430760588
A-S07,10,21,step,37,0.6579714818469098
A-S07,10,22,step,35,0.5882890001840638
A-S07,10,23,step,33,0.6775512011144752
A-S07,10,24,step,34,0.5374861113070041
A-S07,10,25,step,30,0.8704797089537103
A-S07,10,26,step,29,0.4938405802415664
A-S07,10,27,step,30,0.5557946289306249
A-S07,10,28,step,27,0.6432659500077511
A-S07,10,29,step,25,0.6669027932222141
A-S07,10,30,step,21,0.718557165059735
A-S07,10,31,step,22,0.7257955033064064
A-S07,10,32,step,13,0.6086691821272104
A-S07,10,33,step,18,0.6885088973825708
A-S07,10,34,step,20,0.8132576947412143
A-S07,10,35,step,20,0.6784562096383353
A-S07,10,36,step,15,0.48563108917257436
A-S07,10,37,step,12,0.6614755776620083
A-S07,10,38,step,10,0.6444635979933819
A-S07,10,39,step,8,0.6994152551513412
A-S07,10,40,step,7,0.5023406218665988
A-S07,10,41,step,12,0.7764531273195348
A-S07,10,42,step,7,0.7561880959000862
A-S07,10,43,step,9,0.8911288622861658
A-S07,10,44,step,5,0.7318673752157951
A-S07,10,45,step,9,0.778856263034037
A-S07,10,46,step,5,0.8075793519096065
A-S07,10,47,step,5,0.8177062897062477
A-S07,10,48,step,8,0.650489097303823
A-S07,10,49,step,4,0.7764804431976673
A-S07,10,50,step,6,0.7489009966243134
A-S07,10,51,step,5,0.4232381578570036
A-S07,10,52,step,6,0.8229356756096919
A-S07,10,53,step,1,0.8628150423268841
A-S07,10,54,step,4,0.7345567028350017
A-S07,10,55,step,3,0.8603463081500465
A-S07,10,56,step,3,0.6435125210653516
A-S07,10,57,step,4,0.8988957393235939
A-S07,10,58,step,2,0.8277992879338818
A-S07,10,59,step,1,0.8434301061302744
A-S07,10,60,step,2,0.870873785095584
