scenario,replication,time_step,time_unit,active_entities,capacity_utilisation
A-S00,3,33,step,17,0.6284572227129774
A-S00,3,34,step,20,0.5400679694079088
A-S00,3,35,step,16,0.6950437999849647
A-S00,3,36,step,11,0.694732717544053
A-S00,3,37,step,10,0.7997817376427349
A-S00,3,38,step,14,0.7180118258351921
A-S00,3,39,step,13,0.6092413978464335
A-S00,3,40,step,13,0.9608365783278758
A-S00,3,41,step,8,0.862006371966538
A-S00,3,42,step,11,0.8310066879027225
A-S00,3,43,step,7,0.6864409765334597
A-S00,3,44,step,4,0.6242851354878823
A-S00,3,45,step,7,0.521051178841169
A-S00,3,46,step,5,0.5838220407179326
A-S00,3,47,step,7,0.8823990136683958
A-S00,3,48,step,2,0.7496965927086142
A-S00,3,49,step,6,0.6960266224645009
A-S00,3,50,step,2,0.7023849662057331
A-S00,3,51,step,1,0.7370921355803213
A-S00,3,52,step,0,0.6573177322436268
A-S00,3,53,step,3,0.7327686392929839
A-S00,3,54,step,1,0.7949029873904352
A-S00,3,55,step,0,0.73519272799729
A-S00,3,56,step,3,0.8360560302285078
A-S00,3,57,step,0,0.8756929446870794
A-S00,3,58,step,8,0.7815016248213087
A-S00,3,59,step,2,0.8329897057062651
A-S00,3,60,step,3,0.7377154888861077
A-S00,4,1,step,70,0.4310166285204432
A-S00,4,2,step,71,0.49559228261090227
A-S00,4,3,step,69,0.6133531597335588
A-S00,4,4,step,65,0.4640998306215592
A-S00,4,5,step,65,0.3810786159386713
A-S00,4,6,step,65,0.5718908033919184
A-S00,4,7,step,64,0.5341014150153931
A-S00,4,8,step,59,0.475688307142601
A-S00,4,9,step,62,0.6509083212322679
A-S00,4,10,step,57,0.4896447710948999
A-S00,4,11,step,57,0.6308362124748664
A-S00,4,12,step,54,0.7219751748546617
A-S00,4,13,step,52,0.709001694127637
A-S00,4,14,step,54,0.6109312108631835
A-S00,4,15,step,47,0.6413118669665832
A-S00,4,16,step,42,0.4811938263563692
A-S00,4,17,step,47,0.7165309509126714
A-S00,4,18,step,44,0.5430182068780599
A-S00,4,19,step,40,0.5183914546989609
A-S00,4,20,step,38,0.6135054195703823
A-S00,4,21,step,36,0.4474875987745698
A-S00,4,22,step,36,0.6833609551303271
A-S00,4,23,step,35,0.6611319553693835
A-S00,4,24,step,33,0.7364203406850426
A-S00,4,25,step,31,0.5030716081243631
A-S00,4,26,step,30,0.7095912238794382
A-S00,4,27,step,26,0.6594853991695812
A-S00,4,28,step,27,0.6885968021788976
A-S00,4,29,step,20,0.6741561905763379
A-S00,4,30,step,24,0.5930529887432915
A-S00,4,31,step,21,0.609008733608591
A-S00,4,32,step,19,0.605020846915992
A-S00,4,33,step,18,0.5867824044239812
A-S00,4,34,step,17,0.5935705891855089
A-S00,4,35,step,14,0.7143759241463079
A-S00,4,36,step,15,0.7559937609685021
A-S00,4,37,step,14,0.6220741588788417
A-S00,4,38,step,12,0.6839714227884527
A-S00,4,39,step,10,0.8600289391910777
A-S00,4,40,step,11,0.601927473879466
A-S00,4,41,step,12,0.6581740363780199
A-S00,4,42,step,9,0.5829572928522979
A-S00,4,43,step,7,0.6360478528673319
A-S00,4,44,step,8,0.6893022466096107
A-S00,4,45,step,4,0.8075417958090825
A-S00,4,46,step,8,0.8151763922083992
A-S00,4,47,step,5,0.774249059444093
A-S00,4,48,step,3,0.7313873884203967
A-S00,4,49,step,5,0.7649496045540581
A-S00,4,50,step,3,0.8699880117944205
A-S00,4,51,step,2,0.7671115446338055
A-S00,4,52,step,2,0.8458191119199922
A-S00,4,53,step,5,0.6833416092911996
A-S00,4,54,step,2,0.671537841538812
A-S00,4,55,step,5,0.8175868525553096
A-S00,4,56,step,4,0.7053882033642829
A-S00,4,57,step,6,0.8427137796135088
A-S00,4,58,step,5,0.8574679420314405
A-S00,4,59,step,1,0.8737709140008517
A-S00,4,60,step,0,0.71730462219492
A-S00,5,1,step,67,0.4617571002449801
A-S00,5,2,step,68,0.34600796030155784
A-S00,5,3,step,70,0.4963123409979975
A-S00,5,4,step,70,0.4230703074544174
A-S00,5,5,step,68,0.5217374234768788
A-S00,5,6,step,63,0.5285078820289537
A-S00,5,7,step,61,0.7713665633059108
A-S00,5,8,step,63,0.7089682055768067
A-S00,5,9,step,59,0.7918981988643811
A-S00,5,10,step,58,0.5333970495334646
A-S00,5,11,step,57,0.5712253774474352
A-S00,5,12,step,59,0.5571086163396853
A-S00,5,13,step,52,0.5471336168073941
A-S00,5,14,step,52,0.49566346854632615
A-S00,5,15,step,53,0.593093028348489
A-S00,5,16,step,49,0.6950516090797465
A-S00,5,17,step,42,0.5894619667742533
A-S00,5,18,step,42,0.49672760771917124
A-S00,5,19,step,43,0.84330203589873165
A-S00,5,20,step,37,0.5953153048089198
A-S00,5,21,step,36,0.6143017707128496
A-S00,5,22,step,32,0.6189116278416883
A-S00,5,23,step,32,0.5507609670611276
A-S00,5,24,step,35,0.5776533058475881
A-S00,5,25,step,27,0.6544599802135103
A-S00,5,26,step,28,0.7565955266481732
A-S00,5,27,step,24,0.5495187651524631
A-S00,5,28,step,25,0.529664053484286
A-S00,5,29,step,25,0.5986014821787268
A-S00,5,30,step,21,0.6266774938178516
A-S00,5,31,step,21,0.5013244197756292
A-S00,5,32,step,19,0.6717475247975149
A-S00,5,33,step,19,0.7871614498403229
A-S00,5,34,step,18,0.8179835226305836
A-S00,5,35,step,15,0.6508613051857632
A-S00,5,36,step,10,0.8809806838672283
A-S00,5,37,step,15,0.5882111642911856
A-S00,5,38,step,15,0.6952309296962762
A-S00,5,39,step,10,0.7689957115645262
A-S00,5,40,step,10,0.7073342500911797
A-S00,5,41,step,12,0.8361717038479181
A-S00,5,42,step,10,0.6836884203417839
A-S00,5,43,step,6,0.7493151540670409
A-S00,5,44,step,6,0.5968104923160096
A-S00,5,45,step,7,0.7289996875100635
A-S00,5,46,step,5,0.5799151092258346
A-S00,5,47,step,5,0.7971594432639343
A-S00,5,48,step,4,0.7172638182532866
A-S00,5,49,step,4,0.8148562880471881
A-S00,5,50,step,5,0.577503468457413
A-S00,5,51,step,1,0.6262773331330359
A-S00,5,52,step,3,0.6926442784788269
A-S00,5,53,step,2,0.7663816673058483
A-S00,5,54,step,3,0.8650847839417776
A-S00,5,55,step,5,0.6708914299323163
A-S00,5,56,step,3,0.8689992077111363
A-S00,5,57,step,5,0.8417751993989266
A-S00,5,58,step,3,0.8223305291803283
A-S00,5,59,step,1,0.8469143448581745
A-S00,5,60,step,6,1
A-S00,6,1,step,70,0.6465494598782736
A-S00,6,2,step,70,0.504202636399525
A-S00,6,3,step,68,0.5800420623631791
A-S00,6,4,step,64,0.35323265283402194
A-S00,6,5,step,65,0.47002022624229084
A-S00,6,6,step,61,0.6187619469040597
A-S00,6,7,step,61,0.5334837707900502
A-S00,6,8,step,60,0.6654793799097526
A-S00,6,9,step,58,0.658983465982298
A-S00,6,10,step,58,0.4053392466616713
A-S00,6,11,step,58,0.5394527158785719
A-S00,6,12,step,55,0.3161184332535101
A-S00,6,13,step,53,0.581276735659194
A-S00,6,14,step,50,0.5742293662465937
A-S00,6,15,step,50,0.5408915927484389
A-S00,6,16,step,47,0.6077515692349351
A-S00,6,17,step,46,0.616176192726966
A-S00,6,18,step,44,0.5012765190555536
A-S00,6,19,step,47,0.614381197655939
A-S00,6,20,step,41,0.7087885883319756
A-S00,6,21,step,36,0.6891735986165379
A-S00,6,22,step,37,0.40893700716197146
A-S00,6,23,step,36,0.509461459016799
A-S00,6,24,step,32,0.4457837418341169
A-S00,6,25,step,30,0.6389874891763795
A-S00,6,26,step,31,0.6216678003640238
A-S00,6,27,step,27,0.6844929800879009
A-S00,6,28,step,26,0.49144465754412503
A-S00,6,29,step,22,0.6067805981856423
A-S00,6,30,step,20,0.5949349450998083
A-S00,6,31,step,20,0.659749704466316
A-S00,6,32,step,17,0.7025177379449694
A-S00,6,33,step,20,0.6088626769354837
A-S00,6,34,step,18,0.8054456019388525
A-S00,6,35,step,14,0.6817851487456276
A-S00,6,36,step,14,0.6658078063410432
A-S00,6,37,step,12,0.6745731973859516
A-S00,6,38,step,11,0.6163180620796076
A-S00,6,39,step,14,0.7775768780207334
A-S00,6,40,step,13,0.7961922910604112
A-S00,6,41,step,9,0.7610010413125633
A-S00,6,42,step,8,0.6130055117323044
A-S00,6,43,step,7,0.7270136410982655
A-S00,6,44,step,6,0.6925092018274424
A-S00,6,45,step,5,0.7046024779209211
A-S00,6,46,step,7,0.7023180390660075
A-S00,6,47,step,3,0.7315873039771874
A-S00,6,48,step,7,0.7620494361644591
A-S00,6,49,step,6,0.79494507639024925
A-S00,6,50,step,4,0.8764139196241039
A-S00,6,51,step,4,0.3978135493803362
A-S00,6,52,step,1,0.784800972136554
A-S00,6,53,step,1,0.7629198648749181
A-S00,6,54,step,0,0.8320478019748352
A-S00,6,55,step,2,0.926677164406562
A-S00,6,56,step,4,0.8620675620906662
A-S00,6,57,step,0,0.8376132260912303
A-S00,6,58,step,0,0.782810783827143
A-S00,6,59,step,0,0.8899980773678843
A-S00,6,60,step,0,1
A-S00,7,1,step,72,0.5436612630185256
A-S00,7,2,step,67,0.593292344775012
A-S00,7,3,step,67,0.6663624803948062
A-S00,7,4,step,67,0.6589576267991968
A-S00,7,5,step,65,0.5074013899233812
A-S00,7,6,step,66,0.4163245068869191
A-S00,7,7,step,64,0.5892498545675543
A-S00,7,8,step,61,0.5716664494166306
A-S00,7,9,step,61,0.4532155013977475
A-S00,7,10,step,58,0.592723793019733
A-S00,7,11,step,59,0.5149810190018961
A-S00,7,12,step,53,0.5846960147001575
A-S00,7,13,step,55,0.661032775104387
A-S00,7,14,step,52,0.5910305556631935
A-S00,7,15,step,49,0.6315962459443076
A-S00,7,16,step,50,0.6900379537490402
A-S00,7,17,step,46,0.44254303192002997
A-S00,7,18,step,42,0.4379334776203295
A-S00,7,19,step,41,0.5126820993396581
A-S00,7,20,step,42,0.8738555156321317
A-S00,7,21,step,37,0.6713260235990188
A-S00,7,22,step,37,0.7556622677227023
A-S00,7,23,step,36,0.6555486494485532
A-S00,7,24,step,31,0.6252975257264107
A-S00,7,25,step,30,0.677265676440608
A-S00,7,26,step,25,0.6984697397110115
A-S00,7,27,step,27,0.676292473872692
A-S00,7,28,step,21,0.6222432599713025
A-S00,7,29,step,23,0.76011733328176
A-S00,7,30,step,21,0.6897562661906295
A-S00,7,31,step,20,0.6494157200618799
A-S00,7,32,step,18,0.5728230600528523
A-S00,7,33,step,18,0.5857639850143542
A-S00,7,34,step,14,0.8098192037398417
A-S00,7,35,step,12,0.6192963174197815
A-S00,7,36,step,12,0.5395902025768238
A-S00,7,37,step,12,0.6976376473392308
A-S00,7,38,step,10,0.7005383680727901
A-S00,7,39,step,12,0.7248619091427393
A-S00,7,40,step,10,0.5502047358426945
A-S00,7,41,step,10,0.608495982917589
A-S00,7,42,step,8,0.802748654628985
A-S00,7,43,step,8,0.632742335947482
A-S00,7,44,step,4,0.773224317115749
A-S00,7,45,step,7,0.7013263083307628
A-S00,7,46,step,10,0.6864786622514852
A-S00,7,47,step,9,0.7301500068460018
A-S00,7,48,step,7,0.7520771891728291
A-S00,7,49,step,6,0.9469637612519354
A-S00,7,50,step,4,0.7621085543568684
A-S00,7,51,step,1,0.5610210111852875
A-S00,7,52,step,1,0.6819898510113435
A-S00,7,53,step,0,0.7655511987268989
A-S00,7,54,step,3,0.7542164974111233
A-S00,7,55,step,3,0.7330182715996499
A-S00,7,56,step,5,0.8433826363033206
A-S00,7,57,step,2,0.9087806364336857
A-S00,7,58,step,1,0.827504406968214
A-S00,7,59,step,5,0.7297495976109175
A-S00,7,60,step,2,0.8934940712355087
A-S00,8,1,step,67,0.4136866919940776
A-S00,8,2,step,70,0.17818181946629164
A-S00,8,3,step,68,0.5055247333198473
A-S00,8,4,step,68,0.5309397975067651
A-S00,8,5,step,66,0.5474300454348208
A-S00,8,6,step,65,0.5545311337789702
A-S00,8,7,step,64,0.4811873757795726
A-S00,8,8,step,66,0.4937833515319404
A-S00,8,9,step,56,0.5209152971576825
A-S00,8,10,step,59,0.4725097875435372
A-S00,8,11,step,56,0.44182313026689995
A-S00,8,12,step,54,0.6935606851261923
A-S00,8,13,step,52,0.27306521454584903
A-S00,8,14,step,53,0.5663754750690214
A-S00,8,15,step,52,0.4869543636420811
A-S00,8,16,step,49,0.4521004431042154
A-S00,8,17,step,45,0.7216595327001618
A-S00,8,18,step,44,0.7046801880108824
A-S00,8,19,step,40,0.6270573396446505
A-S00,8,20,step,39,0.7024178983913252
A-S00,8,21,step,39,0.6083068416177766
A-S00,8,22,step,37,0.6640686466914208
A-S00,8,23,step,37,0.5566720234022999
A-S00,8,24,step,31,0.6911008671706002
A-S00,8,25,step,33,0.6527036050450024
A-S00,8,26,step,29,0.540437877452217
A-S00,8,27,step,24,0.7590431712122319
A-S00,8,28,step,25,0.6027411246775832
A-S00,8,29,step,22,0.7736556182176555
A-S00,8,30,step,18,0.6558562544534878
A-S00,8,31,step,22,0.7247010010094812
A-S00,8,32,step,19,0.791208474436083
A-S00,8,33,step,17,0.712232328358473
A-S00,8,34,step,19,0.7648221159862737
A-S00,8,35,step,14,0.6266983934378979
A-S00,8,36,step,13,0.7385656405393298
A-S00,8,37,step,9,0.5905993318420778
A-S00,8,38,step,14,0.6801415015174883
A-S00,8,39,step,12,0.7719785872513975
A-S00,8,40,step,11,0.6623941455751404
A-S00,8,41,step,10,0.7048801260210577
A-S00,8,42,step,11,0.797997822275146
A-S00,8,43,step,5,0.7003146690220876
A-S00,8,44,step,4,0.849820113209434
A-S00,8,45,step,2,0.7329351563372187
A-S00,8,46,step,4,0.7973002610461204
A-S00,8,47,step,5,0.5549083693555766
A-S00,8,48,step,5,0.6937407312275922
A-S00,8,49,step,2,0.7994704648531781
A-S00,8,50,step,4,0.8953920444453348
A-S00,8,51,step,4,0.7618250272693502
A-S00,8,52,step,4,0.9285489647796128
A-S00,8,53,step,5,0.8514946923987101
A-S00,8,54,step,1,0.8921437189126061
A-S00,8,55,step,4,0.8688033282628771
A-S00,8,56,step,0,0.8064651666384249
A-S00,8,57,step,3,0.6378156189886883
A-S00,8,58,step,1,0.6427503628520372
A-S00,8,59,step,5,0.8343109133765396
A-S00,8,60,step,3,0.8269343567005305
A-S00,9,1,step,68,0.4871415364570147
A-S00,9,2,step,69,0.5117669230230651
A-S00,9,3,step,65,0.6716749902508972
A-S00,9,4,step,68,0.44764968226267043
A-S00,9,5,step,65,0.7831960512298656
A-S00,9,6,step,61,0.5772342305760856
A-S00,9,7,step,62,0.5479995806680193
A-S00,9,8,step,60,0.5093992415456424
A-S00,9,9,step,59,0.3922677601403206
A-S00,9,10,step,58,0.4367357935490738
A-S00,9,11,step,58,0.46154818139370457
A-S00,9,12,step,53,0.5062714456602866
A-S00,9,13,step,53,0.667478643400206
A-S00,9,14,step,54,0.6013902662629327
A-S00,9,15,step,50,0.6547740705964316
A-S00,9,16,step,47,0.4548977275201025
A-S00,9,17,step,42,0.7566645106917832
A-S00,9,18,step,41,0.7015657242105784
A-S00,9,19,step,41,0.6380282015307253
A-S00,9,20,step,41,0.7577599205539616
A-S00,9,21,step,39,0.6582601581701567
A-S00,9,22,step,36,0.9369423169858884
A-S00,9,23,step,38,0.496136360922686
A-S00,9,24,step,35,0.7486130509465512
A-S00,9,25,step,30,0.7082883971646236
A-S00,9,26,step,30,0.7227683245199379
A-S00,9,27,step,26,0.6791873539865019
A-S00,9,28,step,26,0.5176828496494559
A-S00,9,29,step,22,0.8652269524850379
A-S00,9,30,step,23,0.6494556715646649
A-S00,9,31,step,17,0.5397082361783224
A-S00,9,32,step,21,0.6820281371147346
A-S00,9,33,step,15,0.7800407051551036
A-S00,9,34,step,17,0.7601197374727682
A-S00,9,35,step,10,0.6176042215102929
A-S00,9,36,step,16,0.7065564146735056
A-S00,9,37,step,9,0.8364576335894933
A-S00,9,38,step,8,0.6985406887560165
A-S00,9,39,step,9,0.4686329603820234
A-S00,9,40,step,10,0.5615816072443729
A-S00,9,41,step,8,0.7227631329786779
A-S00,9,42,step,7,0.8788528154739529
A-S00,9,43,step,8,0.738445824118025
A-S00,9,44,step,8,0.6780461968530093
A-S00,9,45,step,7,0.5900505433523793
A-S00,9,46,step,6,0.6674755355204337
A-S00,9,47,step,5,0.8563078543442706
A-S00,9,48,step,7,0.7525969129544658
A-S00,9,49,step,4,0.583682242416879
A-S00,9,50,step,5,0.7339153607557578
A-S00,9,51,step,1,0.7307718154539519
A-S00,9,52,step,0,0.5717887015580966
A-S00,9,53,step,7,0.7906740977600163
A-S00,9,54,step,4,0.7157811714210246
A-S00,9,55,step,0,0.9089501660903401
A-S00,9,56,step,3,0.9263900479081083
A-S00,9,57,step,6,0.7452245601476434
A-S00,9,58,step,1,0.9772549817403475
A-S00,9,59,step,1,0.7705634074077977
A-S00,9,60,step,5,0.7192903148302883
A-S00,10,1,step,68,0.38088606851436346
A-S00,10,2,step,70,0.5262986175652534
A-S00,10,3,step,67,0.6989864047149463
A-S00,10,4,step,64,0.5301269890485476
A-S00,10,5,step,67,0.6412351500032654
A-S00,10,6,step,62,0.6717363815398814
A-S00,10,7,step,64,0.7274001070808988
A-S00,10,8,step,62,0.7200706961308591
A-S00,10,9,step,63,0.5202166375644058
A-S00,10,10,step,56,0.4595394587590357
A-S00,10,11,step,58,0.590956545225698
A-S00,10,12,step,56,0.40575644994985627
A-S00,10,13,step,55,0.40270336131299905
A-S00,10,14,step,54,0.7616650711337457
A-S00,10,15,step,52,0.48715112778625075
A-S00,10,16,step,43,0.6738963158819415
A-S00,10,17,step,45,0.4771877376483042
A-S00,10,18,step,44,0.6889490861553585
A-S00,10,19,step,43,0.7125394229608658
A-S00,10,20,step,46,0.513660472630627
A-S00,10,21,step,37,0.7109500867845029
A-S00,10,22,step,35,0.760697977644202
A-S00,10,23,step,32,0.5945077327663387
A-S00,10,24,step,28,0.8064177984325551
A-S00,10,25,step,32,0.688818969564554
A-S00,10,26,step,27,0.5696298741883631
A-S00,10,27,step,26,0.6853562390933422
A-S00,10,28,step,23,0.6333327907674454
A-S00,10,29,step,21,0.8096837099157367
A-S00,10,30,step,25,0.5275489004109908
A-S00,10,31,step,22,0.5785426729169205
A-S00,10,32,step,17,0.6890812268544467
A-S00,10,33,step,16,0.6890482153422541
A-S00,10,34,step,15,0.5614832929394981
A-S00,10,35,step,15,0.6543434955696366
A-S00,10,36,step,21,0.7071027896692057
A-S00,10,37,step,10,0.7528784189544055
A-S00,10,38,step,10,0.7666415000803345
A-S00,10,39,step,13,0.6452517547842324
A-S00,10,40,step,10,0.6761563630149675
A-S00,10,41,step,9,0.5646520515538236
A-S00,10,42,step,7,0.8560483703747264
A-S00,10,43,step,8,0.5407348973005117
A-S00,10,44,step,5,0.5916010380018477
A-S00,10,45,step,1,0.6833493726536454
A-S00,10,46,step,6,0.7724716534159575
A-S00,10,47,step,7,0.524982443251385
A-S00,10,48,step,7,0.8295970397638973
A-S00,10,49,step,5,0.7166537847237442
A-S00,10,50,step,3,0.7218571421761037
A-S00,10,51,step,6,0.8521001439415802
A-S00,10,52,step,2,0.8580643067499948
A-S00,10,53,step,4,0.7102902050243248
A-S00,10,54,step,2,0.7956852126036832
A-S00,10,55,step,3,0.850915568180107
A-S00,10,56,step,3,0.509382619137998
A-S00,10,57,step,2,0.8786118001831456
A-S00,10,58,step,1,0.7052889112092547
A-S00,10,59,step,1,0.7160661941984041
A-S00,10,60,step,5,0.7554977343925593
