scenario,replication,entity_id,group,severity,severity_category,status,event,event_time,time_to_first_service,received_service,time_to_stage2,reached_stage2,x,y
A-S00,1,79,C,0.705,P2,ACTIVE,0,150,103,1,6,1,19.76,33.86
A-S00,1,80,A,0.609,P2,ACTIVE,0,314,33,1,26,1,24.11,7.42
A-S00,2,1,A,0.253,P3,ACTIVE,0,677,50,1,20,1,6.27,5.06
A-S00,2,2,B,0.828,P1,TERMINATED,1,23,2,0,13,0,11.08,49.86
A-S00,2,3,A,0.104,P4,ACTIVE,0,46,38,1,173,1,23.66,11.58
A-S00,2,4,C,0.261,P3,ACTIVE,0,277,56,0,316,1,29.92,37.67
A-S00,2,5,A,0.335,P3,ACTIVE,0,332,53,0,8,1,13.21,26.2
A-S00,2,6,A,0.478,P3,ACTIVE,0,59,166,0,99,0,35.19,5.32
A-S00,2,7,B,0.322,P3,ACTIVE,0,157,42,1,179,1,25.27,6.37
A-S00,2,8,B,0.764,P1,ACTIVE,0,83,99,0,92,1,26.84,38.72
A-S00,2,9,B,0.489,P3,TERMINATED,1,14,63,0,186,1,47.41,21.76
A-S00,2,10,C,0.31,P3,TERMINATED,1,552,131,1,319,1,40.97,25.11
A-S00,2,11,A,0.239,P4,ACTIVE,0,321,67,1,246,1,23.13,29.55
A-S00,2,12,A,0.426,P3,TERMINATED,1,59,54,1,251,1,39.73,31.13
A-S00,2,13,B,0.681,P2,ACTIVE,0,540,172,1,818,1,21.88,47.29
A-S00,2,14,B,0.545,P2,TERMINATED,1,50,2,1,383,0,18.4,5.58
A-S00,2,15,A,0.167,P4,ACTIVE,0,1642,15,1,530,1,3.55,12.71
A-S00,2,16,A,0.842,P1,ACTIVE,0,118,135,1,250,1,34.55,0.77
A-S00,2,17,B,0.906,P1,ACTIVE,0,260,11,1,164,1,29.39,33.66
A-S00,2,18,B,0.253,P3,ACTIVE,0,475,114,1,221,1,28.32,2.58
A-S00,2,19,B,0.21,P4,ACTIVE,0,259,24,0,269,1,21.44,37.97
A-S00,2,20,A,0.363,P3,ACTIVE,0,718,46,1,231,1,43.49,22.82
A-S00,2,21,A,0.669,P2,TERMINATED,1,65,32,1,23,1,46.51,49.51
A-S00,2,22,A,0.198,P4,TERMINATED,1,471,69,1,273,0,22.13,49.51
A-S00,2,23,B,0.926,P1,ACTIVE,0,357,54,1,110,1,1.29,48.08
A-S00,2,24,B,0.556,P2,TERMINATED,1,427,110,0,87,0,17.26,12.51
A-S00,2,25,A,0.305,P3,ACTIVE,0,290,81,1,227,1,10.08,40.8
A-S00,2,26,A,0.742,P2,ACTIVE,0,243,48,1,356,1,32.98,27.19
A-S00,2,27,C,0.402,P3,TERMINATED,1,247,49,1,50,0,14.89,45.42
A-S00,2,28,B,0.224,P4,ACTIVE,0,106,29,1,473,0,3.19,0.4
A-S00,2,29,A,0.311,P3,ACTIVE,0,147,91,1,266,1,26.36,18.17
A-S00,2,30,B,0.313,P3,ACTIVE,0,55,2,1,151,1,42.52,15.7
A-S00,2,31,A,0.559,P2,TERMINATED,1,102,29,1,129,1,13.41,42.8
A-S00,2,32,B,0.803,P1,ACTIVE,0,378,38,1,47,1,32.14,31.3
A-S00,2,33,A,0.703,P2,ACTIVE,0,408,40,1,80,0,28.9,13.38
A-S00,2,34,C,0.913,P1,TERMINATED,1,116,61,1,463,0,22.27,42.98
A-S00,2,35,A,0.154,P4,ACTIVE,0,157,58,0,145,1,49.67,37.2
A-S00,2,36,A,0.546,P2,TERMINATED,1,46,55,0,15,1,33.95,18.86
A-S00,2,37,A,0.23,P4,ACTIVE,0,145,72,1,184,1,17.48,27.33
A-S00,2,38,C,0.33,P3,ACTIVE,0,516,164,1,159,1,10.97,47.02
A-S00,2,39,A,0.17,P4,ACTIVE,0,199,44,1,190,1,26.98,15.28
A-S00,2,40,A,0.763,P1,TERMINATED,1,430,114,0,69,0,20.48,5.14
A-S00,2,41,A,0.667,P2,ACTIVE,0,31,28,0,207,0,11.46,32.92
A-S00,2,42,A,0.38,P3,TERMINATED,1,90,5,0,180,1,13.72,41.05
A-S00,2,43,B,0.648,P2,ACTIVE,0,883,11,1,27,0,43.03,40.2
A-S00,2,44,A,0.258,P3,ACTIVE,0,355,99,1,435,1,33.32,6.33
A-S00,2,45,B,0.303,P3,ACTIVE,0,104,154,1,149,1,5.45,36.82
A-S00,2,46,B,0.89,P1,TERMINATED,1,56,33,1,126,0,20.07,20.96
A-S00,2,47,B,0.231,P4,TERMINATED,1,42,94,0,304,0,16.75,6.69
A-S00,2,48,B,0.122,P4,ACTIVE,0,377,58,1,171,1,0.35,28.6
A-S00,2,49,A,0.143,P4,TERMINATED,1,624,7,1,232,1,30.23,2.76
A-S00,2,50,A,0.605,P2,ACTIVE,0,492,93,1,560,1,19.58,13.13
A-S00,2,51,B,0.74,P2,TERMINATED,1,184,67,0,324,0,40.25,20.77
A-S00,2,52,C,0.57,P2,TERMINATED,1,241,73,0,27,0,8.17,38.81
A-S00,2,53,C,0.292,P3,ACTIVE,0,512,8,1,99,1,30,5.56
A-S00,2,54,B,0.752,P1,ACTIVE,0,30,12,0,68,1,12.7,23.76
A-S00,2,55,A,0.749,P2,ACTIVE,0,306,108,1,193,1,37.02,25.2
A-S00,2,56,A,0.38,P3,ACTIVE,0,38,69,1,146,1,2.81,26.51
A-S00,2,57,C,0.93,P1,ACTIVE,0,207,16,1,116,1,4.05,24.63
A-S00,2,58,A,0.904,P1,TERMINATED,1,55,24,1,6,1,19.54,7.83
A-S00,2,59,C,0.874,P1,TERMINATED,1,255,112,1,113,1,14.1,15.41
A-S00,2,60,C,0.939,P1,TERMINATED,1,371,21,0,342,1,48.23,15.09
A-S00,2,61,A,0.274,P3,ACTIVE,0,11,113,1,871,1,23.19,2.32
A-S00,2,62,B,0.517,P2,ACTIVE,0,600,131,0,536,0,48.97,15.67
A-S00,2,63,A,0.842,P1,ACTIVE,0,236,44,0,297,1,42.68,16.26
A-S00,2,64,B,0.856,P1,TERMINATED,1,56,65,1,190,1,32.17,44.41
A-S00,2,65,A,0.314,P3,TERMINATED,1,673,73,1,8,1,24.7,16.66
A-S00,2,66,A,0.431,P3,ACTIVE,0,299,24,0,102,1,20.95,28.73
A-S00,2,67,B,0.621,P2,ACTIVE,0,431,132,1,126,1,20.11,2.42
A-S00,2,68,B,0.407,P3,ACTIVE,0,222,112,1,149,1,11.08,18.84
A-S00,2,69,A,0.58,P2,ACTIVE,0,295,131,0,171,1,26.56,36.23
A-S00,2,70,A,0.314,P3,TERMINATED,1,36,136,1,234,0,5.72,37.93
A-S00,2,71,A,0.701,P2,TERMINATED,1,332,43,1,91,0,6.92,21.69
A-S00,2,72,B,0.306,P3,ACTIVE,0,57,31,1,310,1,5.72,21.1
A-S00,2,73,B,0.528,P2,ACTIVE,0,103,130,1,87,1,3.89,26.11
A-S00,2,74,A,0.799,P1,ACTIVE,0,74,95,1,462,1,6.32,19.62
A-S00,2,75,B,0.622,P2,ACTIVE,0,408,20,1,389,1,33.3,36.25
A-S00,2,76,B,0.658,P2,ACTIVE,0,43,5,1,180,1,44.44,32.28
A-S00,2,77,A,0.726,P2,ACTIVE,0,114,13,1,150,1,9.1,43.86
A-S00,2,78,B,0.599,P2,TERMINATED,1,210,348,1,20,1,8.14,15.44
A-S00,2,79,A,0.114,P4,ACTIVE,0,297,140,1,72,1,30.69,4.77
A-S00,2,80,B,0.75,P2,TERMINATED,1,39,44,0,150,1,3.21,48.76
A-S00,3,1,C,0.713,P2,TERMINATED,1,356,22,1,298,1,4.19,6.23
A-S00,3,2,C,0.601,P2,ACTIVE,0,71,67,1,281,1,35.87,0.94
A-S00,3,3,A,0.845,P1,TERMINATED,1,402,35,1,210,0,27,19.74
A-S00,3,4,B,0.187,P4,ACTIVE,0,773,133,1,102,1,43.44,15.31
A-S00,3,5,B,0.315,P3,ACTIVE,0,440,252,1,319,0,27.55,36.06
A-S00,3,6,A,0.548,P2,TERMINATED,1,789,87,0,111,0,29.88,44.1
A-S00,3,7,B,0.873,P1,ACTIVE,0,31,45,1,63,1,13.95,28.28
A-S00,3,8,B,0.14,P4,TERMINATED,1,155,12,1,517,1,35.29,8.49
A-S00,3,9,A,0.935,P1,TERMINATED,1,124,36,0,78,1,46.56,45.14
A-S00,3,10,A,0.866,P1,ACTIVE,0,124,157,1,118,1,7.94,30.58
A-S00,3,11,C,0.567,P2,ACTIVE,0,741,43,1,167,1,2.49,33.51
A-S00,3,12,B,0.16,P4,ACTIVE,0,46,9,1,209,1,11.99,28.62
A-S00,3,13,A,0.268,P3,ACTIVE,0,407,94,1,21,1,3.48,38.32
A-S00,3,14,B,0.692,P2,ACTIVE,0,598,51,1,646,1,40.32,45.67
A-S00,3,15,A,0.286,P3,TERMINATED,1,1016,52,1,92,1,17.51,41.48
A-S00,3,16,A,0.906,P1,ACTIVE,0,13,62,1,91,1,13.19,23.79
A-S00,3,17,C,0.347,P3,TERMINATED,1,211,67,1,75,1,28.34,3.31
A-S00,3,18,B,0.385,P3,ACTIVE,0,212,7,1,316,1,41.92,15.69
A-S00,3,19,B,0.693,P2,ACTIVE,0,164,137,1,209,0,6.35,23.56
A-S00,3,20,A,0.328,P3,ACTIVE,0,263,169,1,107,1,24.59,7.9
A-S00,3,21,B,0.878,P1,ACTIVE,0,284,4,1,29,1,42.39,36.93
A-S00,3,22,B,0.183,P4,ACTIVE,0,108,80,1,143,0,12.73,2.07
A-S00,3,23,A,0.533,P2,ACTIVE,0,574,171,1,135,1,18.6,47.21
A-S00,3,24,A,0.489,P3,ACTIVE,0,211,13,1,46,1,4.4,1.94
A-S00,3,25,B,0.267,P3,TERMINATED,1,880,99,1,221,1,6.37,1.26
A-S00,3,26,A,0.608,P2,ACTIVE,0,58,32,1,699,1,2.31,3.76
A-S00,3,27,B,0.358,P3,ACTIVE,0,364,16,1,60,1,7.82,8.07
A-S00,3,28,A,0.469,P3,ACTIVE,0,790,23,1,40,1,22.52,3.58
A-S00,3,29,A,0.844,P1,ACTIVE,0,1214,178,1,281,1,9.08,41.95
A-S00,3,30,C,0.573,P2,ACTIVE,0,1137,30,1,466,1,5.41,47.76
A-S00,3,31,A,0.162,P4,ACTIVE,0,62,29,0,335,1,32.45,41.93
A-S00,3,32,A,0.194,P4,ACTIVE,0,1046,61,1,94,1,9.93,5.41
A-S00,3,33,A,0.514,P2,ACTIVE,0,413,76,1,33,0,7.37,15.06
A-S00,3,34,C,0.875,P1,TERMINATED,1,514,60,0,42,0,45.06,41.77
A-S00,3,35,A,0.332,P3,TERMINATED,1,1441,78,1,52,1,25.24,2.59
A-S00,3,36,C,0.655,P2,TERMINATED,1,625,35,1,117,1,6.27,31.25
A-S00,3,37,B,0.786,P1,TERMINATED,1,58,207,1,49,0,4.96,8.19
A-S00,3,38,C,0.861,P1,TERMINATED,1,31,86,1,73,1,14.29,5.18
A-S00,3,39,B,0.638,P2,TERMINATED,1,148,101,1,76,1,24.96,46.41
A-S00,3,40,C,0.243,P4,TERMINATED,1,101,56,1,42,0,6.78,16.85
A-S00,3,41,B,0.428,P3,TERMINATED,1,1491,39,1,125,1,28.11,0.6
A-S00,3,42,A,0.767,P1,ACTIVE,0,35,63,1,231,1,16.57,25.43
A-S00,3,43,C,0.131,P4,ACTIVE,0,284,81,0,310,1,44.89,18.74
A-S00,3,44,B,0.385,P3,ACTIVE,0,329,217,1,69,1,32.61,35.79
A-S00,3,45,A,0.606,P2,ACTIVE,0,539,15,1,232,1,22.84,35.64
A-S00,3,46,A,0.909,P1,TERMINATED,1,383,86,0,83,1,48.71,5.3
A-S00,3,47,B,0.203,P4,ACTIVE,0,36,55,0,186,1,39.32,22.4
A-S00,3,48,A,0.491,P3,ACTIVE,0,304,101,1,552,1,7.3,9.36
A-S00,3,49,B,0.355,P3,ACTIVE,0,12,59,0,54,1,2.01,24.22
A-S00,3,50,A,0.136,P4,ACTIVE,0,38,44,1,298,0,31.24,18.2
A-S00,3,51,B,0.897,P1,TERMINATED,1,184,63,0,177,0,31.4,47.37
A-S00,3,52,B,0.906,P1,TERMINATED,1,626,156,1,27,0,30.83,29.16
A-S00,3,53,A,0.916,P1,TERMINATED,1,62,39,1,76,0,24.44,17.56
A-S00,3,54,A,0.779,P1,ACTIVE,0,226,43,1,200,1,15.03,45.48
A-S00,3,55,B,0.83,P1,ACTIVE,0,28,14,1,83,1,45.48,29.83
A-S00,3,56,C,0.948,P1,TERMINATED,1,238,188,1,93,0,36.39,40.52
A-S00,3,57,B,0.583,P2,TERMINATED,1,333,24,1,202,1,3.57,16.17
A-S00,3,58,C,0.854,P1,TERMINATED,1,347,141,1,52,0,21.31,15.27
A-S00,3,59,A,0.334,P3,ACTIVE,0,123,25,1,390,1,38.89,34.68
A-S00,3,60,C,0.393,P3,ACTIVE,0,353,15,1,147,0,44.84,26.59
A-S00,3,61,A,0.683,P2,ACTIVE,0,276,9,1,174,1,17.02,17.33
A-S00,3,62,B,0.891,P1,TERMINATED,1,277,22,1,9,1,41.71,46.69
A-S00,3,63,C,0.779,P1,TERMINATED,1,380,82,0,204,1,25.56,31.74
A-S00,3,64,C,0.456,P3,ACTIVE,0,295,46,1,278,1,27.88,30.74
A-S00,3,65,B,0.788,P1,TERMINATED,1,142,61,1,453,1,24.4,22.74
A-S00,3,66,A,0.657,P2,TERMINATED,1,147,110,1,71,0,0.42,15.54
A-S00,3,67,A,0.189,P4,ACTIVE,0,281,5,1,203,0,29.68,49.57
A-S00,3,68,C,0.833,P1,ACTIVE,0,1162,4,1,329,1,47.05,38.5
A-S00,3,69,B,0.207,P4,ACTIVE,0,72,86,0,36,1,13.47,47.8
A-S00,3,70,B,0.595,P2,TERMINATED,1,64,138,1,197,0,36.27,10.52
A-S00,3,71,A,0.262,P3,ACTIVE,0,313,28,0,265,1,30.74,13.28
A-S00,3,72,B,0.128,P4,TERMINATED,1,83,53,0,265,1,25.8,7.82
A-S00,3,73,A,0.657,P2,ACTIVE,0,529,44,1,256,1,32.58,14.54
A-S00,3,74,C,0.607,P2,ACTIVE,0,68,6,1,54,1,29.95,27.23
A-S00,3,75,B,0.17,P4,TERMINATED,1,121,4,1,17,1,20.36,3.88
A-S00,3,76,B,0.421,P3,TERMINATED,1,624,124,1,167,0,2.07,36.13
A-S00,3,77,A,0.773,P1,TERMINATED,1,73,8,1,140,1,17.21,7.03
A-S00,3,78,B,0.769,P1,ACTIVE,0,176,9,1,137,1,20.11,26.96
A-S00,3,79,B,0.157,P4,ACTIVE,0,753,47,1,465,1,48.94,1.23
A-S00,3,80,A,0.639,P2,ACTIVE,0,1157,86,1,344,1,3.4,21.68
A-S00,4,1,B,0.679,P2,ACTIVE,0,94,123,1,182,1,41.06,10.32
A-S00,4,2,B,0.197,P4,TERMINATED,1,59,34,0,577,0,29.84,42.28
A-S00,4,3,A,0.299,P3,TERMINATED,1,154,24,1,250,0,34.28,12.8
A-S00,4,4,A,0.764,P1,TERMINATED,1,315,30,0,265,1,5.83,34.76
A-S00,4,5,B,0.438,P3,ACTIVE,0,266,132,1,228,1,34.97,1.76
A-S00,4,6,C,0.461,P3,ACTIVE,0,102,45,1,139,1,11.21,28.98
A-S00,4,7,C,0.707,P2,TERMINATED,1,708,77,1,17,1,36.63,20.04
A-S00,4,8,A,0.648,P2,TERMINATED,1,117,109,0,2,0,17.94,36.7
A-S00,4,9,B,0.15,P4,ACTIVE,0,285,36,1,176,1,18.12,8.32
A-S00,4,10,B,0.574,P2,TERMINATED,1,444,17,1,27,1,28.14,20.47
A-S00,4,11,A,0.843,P1,TERMINATED,1,48,13,1,383,0,23.38,5.67
A-S00,4,12,B,0.679,P2,ACTIVE,0,429,9,1,68,1,19.17,40.73
A-S00,4,13,A,0.461,P3,TERMINATED,1,193,105,0,335,0,9.29,11.64
A-S00,4,14,B,0.529,P2,ACTIVE,0,123,98,1,151,0,27.44,6.06
A-S00,4,15,A,0.338,P3,ACTIVE,0,140,47,0,148,1,4.27,39.32
A-S00,4,16,B,0.407,P3,ACTIVE,0,82,11,1,521,1,4.47,37.46
A-S00,4,17,A,0.288,P3,ACTIVE,0,200,15,1,14,1,36.68,12.8
A-S00,4,18,A,0.791,P1,ACTIVE,0,157,34,1,218,1,40.7,0.4
A-S00,4,19,C,0.901,P1,ACTIVE,0,107,56,0,83,0,7.26,47.4
A-S00,4,20,A,0.69,P2,ACTIVE,0,164,222,1,142,1,7.74,43.25
A-S00,4,21,B,0.404,P3,TERMINATED,1,13,194,1,380,1,45.54,49.25
A-S00,4,22,B,0.605,P2,TERMINATED,1,345,53,1,44,1,31.15,2
A-S00,4,23,A,0.54,P2,ACTIVE,0,116,22,1,158,1,44.3,2.94
A-S00,4,24,A,0.432,P3,TERMINATED,1,564,169,1,298,1,0.65,5.1
A-S00,4,25,B,0.332,P3,ACTIVE,0,735,31,0,275,1,19.79,14.15
A-S00,4,26,C,0.745,P2,ACTIVE,0,105,59,1,56,1,8.49,8.92
A-S00,4,27,B,0.252,P3,TERMINATED,1,148,22,1,350,1,28.4,23.12
A-S00,4,28,A,0.459,P3,ACTIVE,0,631,90,0,244,1,24.49,27.5
A-S00,4,29,A,0.711,P2,ACTIVE,0,320,61,0,139,1,46.65,11.56
A-S00,4,30,A,0.499,P3,TERMINATED,1,197,111,1,42,1,44.72,7.28
A-S00,4,31,A,0.501,P2,TERMINATED,1,192,15,1,5,0,27,45.62
A-S00,4,32,B,0.167,P4,ACTIVE,0,417,18,1,16,1,41.36,47.1
A-S00,4,33,B,0.587,P2,ACTIVE,0,393,50,0,29,1,36.69,28.07
A-S00,4,34,B,0.889,P1,TERMINATED,1,376,50,1,387,1,2.75,22.81
A-S00,4,35,B,0.312,P3,ACTIVE,0,41,56,1,406,1,38.18,10.18
A-S00,4,36,C,0.686,P2,TERMINATED,1,208,260,0,78,1,15.23,11.49
A-S00,4,37,B,0.813,P1,ACTIVE,0,217,62,1,103,1,45.78,15.22
A-S00,4,38,C,0.387,P3,TERMINATED,1,20,82,1,181,1,8.94,26.26
A-S00,4,39,B,0.696,P2,ACTIVE,0,118,2,1,83,1,18.71,6.93
A-S00,4,40,B,0.382,P3,TERMINATED,1,309,34,1,72,1,11.33,32.31
A-S00,4,41,B,0.662,P2,ACTIVE,0,329,25,1,58,1,27.11,15.74
A-S00,4,42,A,0.536,P2,ACTIVE,0,691,37,1,10,1,23.61,36.21
A-S00,4,43,C,0.671,P2,ACTIVE,0,3,259,1,99,0,15.63,43.11
A-S00,4,44,A,0.488,P3,ACTIVE,0,463,76,1,30,1,20.88,31.46
A-S00,4,45,B,0.856,P1,ACTIVE,0,248,84,1,25,1,4.15,8.49
A-S00,4,46,B,0.657,P2,ACTIVE,0,357,29,1,136,1,35.21,2.18
A-S00,4,47,A,0.769,P1,TERMINATED,1,129,27,0,377,1,0.67,36.56
A-S00,4,48,A,0.226,P4,ACTIVE,0,288,18,1,12,0,39.2,24.74
A-S00,4,49,A,0.36,P3,ACTIVE,0,298,96,1,66,1,11.08,19.99
A-S00,4,50,A,0.809,P1,ACTIVE,0,208,60,1,310,1,8.3,42.59
A-S00,4,51,A,0.653,P2,ACTIVE,0,350,110,0,201,1,26.19,2.5
A-S00,4,52,B,0.616,P2,ACTIVE,0,188,48,0,76,1,23.08,16.69
A-S00,4,53,C,0.536,P2,ACTIVE,0,203,106,1,228,1,12.33,10.81
A-S00,4,54,C,0.883,P1,ACTIVE,0,117,37,1,172,1,10.52,45.46
A-S00,4,55,A,0.917,P1,ACTIVE,0,41,41,1,47,1,24.24,2.42
A-S00,4,56,A,0.705,P2,TERMINATED,1,733,14,1,89,1,33.2,35.67
A-S00,4,57,A,0.181,P4,ACTIVE,0,24,89,0,9,1,28.36,48.53
A-S00,4,58,B,0.586,P2,ACTIVE,0,162,55,1,277,1,0.2,14.38
A-S00,4,59,A,0.613,P2,ACTIVE,0,256,59,1,103,1,42.62,29.94
A-S00,4,60,A,0.281,P3,TERMINATED,1,220,25,1,8,0,17.76,22.77
A-S00,4,61,B,0.28,P3,ACTIVE,0,210,65,0,68,1,1.71,27.85
A-S00,4,62,A,0.286,P3,ACTIVE,0,238,16,1,519,1,47.03,7.29
A-S00,4,63,B,0.134,P4,ACTIVE,0,48,66,0,214,1,49.25,25.29
A-S00,4,64,A,0.915,P1,ACTIVE,0,91,24,1,102,1,27.6,45.47
A-S00,4,65,A,0.369,P3,ACTIVE,0,25,89,1,119,1,27.31,29.79
A-S00,4,66,A,0.415,P3,ACTIVE,0,370,17,1,323,1,27.93,28.41
A-S00,4,67,A,0.233,P4,ACTIVE,0,313,107,1,403,1,41.74,19.27
A-S00,4,68,B,0.737,P2,TERMINATED,1,23,53,1,176,1,6.81,27.67
